fips,hpsa_score,hpsa_score_norm,shortage_flag
40077,17.67,0.71,1
40079,9.0,0.36,0
40081,15.23,0.61,1
40083,14.38,0.57,0
40085,16.0,0.64,1
40087,10.25,0.41,0
40089,11.25,0.45,0
40091,15.4,0.62,1
40093,14.0,0.56,0
40095,8.5,0.34,0
40097,11.0,0.44,0
40099,12.25,0.49,0
40101,12.5,0.5,0
40103,15.0,0.6,1
40105,3.4,0.14,0
40107,15.25,0.61,1
40109,14.45,0.58,0
40111,15.0,0.6,1
40113,13.0,0.52,0
40115,14.0,0.56,0
40117,12.75,0.51,0
40119,12.0,0.48,0
40121,11.12,0.44,0
40123,8.0,0.32,0
40125,11.5,0.46,0
40127,7.56,0.3,0
40129,5.0,0.2,0
40131,9.33,0.37,0
40133,7.71,0.31,0
40135,18.0,0.72,1
40137,9.0,0.36,0
40139,12.0,0.48,0
40141,8.5,0.34,0
40143,10.75,0.43,0
40145,15.33,0.61,1
40147,15.17,0.61,1
40149,2.43,0.1,0
40151,3.33,0.13,0
40153,4.67,0.19,0
41001,8.9,0.36,0
41003,7.71,0.31,0
41005,10.09,0.4,0
41007,11.65,0.47,0
41009,3.26,0.13,0
41011,13.43,0.54,0
41013,13.0,0.52,0
41015,1.78,0.07,0
41017,12.86,0.51,0
41019,11.22,0.45,0
41021,12.0,0.48,0
41023,6.29,0.25,0
41025,5.82,0.23,0
41027,13.75,0.55,0
41029,5.93,0.24,0
41031,5.64,0.23,0
41033,9.52,0.38,0
41035,4.06,0.16,0
41037,14.6,0.58,0
41039,8.74,0.35,0
41041,12.93,0.52,0
41043,4.72,0.19,0
41045,6.0,0.24,0
41047,7.38,0.3,0
41049,9.1,0.36,0
41051,6.62,0.26,0
41053,7.0,0.28,0
41055,7.8,0.31,0
41057,9.33,0.37,0
41059,12.44,0.5,0
41061,8.33,0.33,0
41063,7.83,0.31,0
41065,8.36,0.33,0
41067,3.57,0.14,0
41069,7.4,0.3,0
41071,8.62,0.34,0
42001,0.0,0.0,0
42003,8.65,0.35,0
42005,7.92,0.32,0
42007,2.5,0.1,0
42009,10.81,0.43,0
42011,16.17,0.65,1
42013,8.89,0.36,0
42015,4.49,0.18,0
42019,6.63,0.27,0
42021,4.44,0.18,0
42023,10.67,0.43,0
42025,2.14,0.09,0
42027,3.73,0.15,0
42029,1.45,0.06,0
42031,7.5,0.3,0
42033,10.32,0.41,0
42035,5.64,0.23,0
42037,1.76,0.07,0
42039,5.49,0.22,0
42041,8.75,0.35,0
42043,1.69,0.07,0
42045,10.59,0.42,0
42047,6.92,0.28,0
42049,4.24,0.17,0
42051,0.73,0.03,0
42053,8.48,0.34,0
42055,2.62,0.1,0
42057,6.33,0.25,0
42059,2.21,0.09,0
42061,4.71,0.19,0
42063,1.57,0.06,0
42065,0.67,0.03,0
42067,0.47,0.02,0
42069,0.95,0.04,0
42071,4.1,0.16,0
42073,9.06,0.36,0
42075,0.0,0.0,0
42077,8.5,0.34,0
42079,0.24,0.01,0
42081,2.34,0.09,0
42083,6.84,0.27,0
42085,7.6,0.3,0
42087,2.88,0.12,0
42089,0.0,0.0,0
42091,3.0,0.12,0
42093,0.0,0.0,0
42095,0.0,0.0,0
42097,2.69,0.11,0
42099,0.0,0.0,0
42101,0.8,0.03,0
42103,4.55,0.18,0
42105,6.65,0.27,0
42107,1.57,0.06,0
42109,0.0,0.0,0
42111,6.92,0.28,0
42113,8.53,0.34,0
42115,7.78,0.31,0
42117,6.41,0.26,0
42119,6.0,0.24,0
42121,9.9,0.4,0
42123,9.53,0.38,0
42125,4.91,0.2,0
42127,2.89,0.12,0
42129,4.89,0.2,0
42131,0.0,0.0,0
42133,0.12,0.0,0
44001,0.0,0.0,0
44003,8.5,0.34,0
44005,0.92,0.04,0
44007,2.22,0.09,0
44009,3.28,0.13,0
45001,5.88,0.24,0
45003,8.25,0.33,0
45005,13.75,0.55,0
45007,3.0,0.12,0
45009,6.64,0.27,0
45011,16.0,0.64,1
45013,13.0,0.52,0
45015,5.67,0.23,0
45017,17.33,0.69,1
45019,2.76,0.11,0
45021,15.67,0.63,1
45023,7.22,0.29,0
45025,12.3,0.49,0
45027,15.33,0.61,1
45029,7.27,0.29,0
45031,8.33,0.33,0
45033,18.5,0.74,1
45035,6.17,0.25,0
45037,8.57,0.34,0
45039,11.67,0.47,0
45041,4.68,0.19,0
45043,7.5,0.3,0
45045,3.61,0.14,0
45047,7.6,0.3,0
45049,16.43,0.66,1
45051,5.69,0.23,0
45053,9.29,0.37,0
45055,4.0,0.16,0
45057,9.0,0.36,0
45059,10.67,0.43,0
45061,21.0,0.84,1
45063,8.25,0.33,0
45065,15.2,0.61,1
45067,10.2,0.41,0
45069,17.5,0.7,1
45071,9.0,0.36,0
45073,14.0,0.56,0
45075,4.33,0.17,0
45077,1.0,0.04,0
45079,1.03,0.04,0
45081,11.25,0.45,0
45083,4.5,0.18,0
45085,4.5,0.18,0
45087,8.71,0.35,0
45089,19.75,0.79,1
45091,8.15,0.33,0
46003,10.46,0.42,0
46005,16.0,0.64,1
46007,18.0,0.72,1
46009,11.43,0.46,0
46011,2.5,0.1,0
46013,5.44,0.22,0
46015,7.0,0.28,0
46017,12.67,0.51,0
46019,12.4,0.5,0
46021,13.0,0.52,0
46023,3.46,0.14,0
46025,16.0,0.64,1
46027,2.06,0.08,0
46029,10.5,0.42,0
46031,9.41,0.38,0
46033,3.55,0.14,0
46035,9.33,0.37,0
46037,12.0,0.48,0
46039,1.62,0.06,0
46041,9.72,0.39,0
46043,7.65,0.31,0
46045,0.88,0.04,0
46047,11.0,0.44,0
46049,11.2,0.45,0
46051,0.0,0.0,0
46053,10.71,0.43,0
46055,5.67,0.23,0
46057,13.0,0.52,0
46059,7.67,0.31,0
46061,8.57,0.34,0
46063,9.5,0.38,0
46065,11.2,0.45,0
46067,15.0,0.6,1
46069,1.12,0.04,0
46071,3.57,0.14,0
46073,12.26,0.49,0
46075,10.0,0.4,0
46077,15.0,0.6,1
46081,16.0,0.64,1
46083,5.58,0.22,0
46085,17.5,0.7,1
46087,10.14,0.41,0
46089,3.38,0.14,0
46091,12.03,0.48,0
46093,8.38,0.34,0
46095,16.0,0.64,1
46097,15.0,0.6,1
46099,0.84,0.03,0
46101,1.58,0.06,0
46102,17.17,0.69,1
46103,7.92,0.32,0
46105,12.75,0.51,0
46107,1.36,0.05,0
46109,9.57,0.38,0
46111,11.42,0.46,0
46115,13.0,0.52,0
46117,10.0,0.4,0
46119,3.0,0.12,0
46121,20.33,0.81,1
46123,16.67,0.67,1
46125,14.0,0.56,0
46127,7.07,0.28,0
46129,4.73,0.19,0
46135,6.0,0.24,0
46137,6.14,0.25,0
47001,13.0,0.52,0
47003,11.5,0.46,0
47005,10.33,0.41,0
47007,13.0,0.52,0
47009,6.0,0.24,0
47011,1.56,0.06,0
47013,13.0,0.52,0
47015,17.0,0.68,1
47017,16.25,0.65,1
47019,7.5,0.3,0
47021,7.75,0.31,0
47023,13.83,0.55,0
47025,15.5,0.62,1
47027,6.67,0.27,0
47029,11.8,0.47,0
47031,14.0,0.56,0
47033,5.33,0.21,0
47035,11.5,0.46,0
47037,4.78,0.19,0
47039,11.83,0.47,0
47041,14.0,0.56,0
47043,15.67,0.63,1
47045,8.33,0.33,0
47047,9.33,0.37,0
47049,8.67,0.35,0
47051,14.0,0.56,0
47053,11.0,0.44,0
47055,2.58,0.1,0
47057,9.5,0.38,0
47059,13.0,0.52,0
47061,10.75,0.43,0
47063,7.0,0.28,0
47065,5.95,0.24,0
47067,17.0,0.68,1
47069,15.86,0.63,1
47071,10.5,0.42,0
47073,7.9,0.32,0
47075,16.5,0.66,1
47077,12.25,0.49,0
47079,10.33,0.41,0
47081,13.33,0.53,0
47083,9.0,0.36,0
47085,16.0,0.64,1
47087,13.5,0.54,0
47089,7.0,0.28,0
47091,12.0,0.48,0
47093,12.65,0.51,0
47095,14.4,0.58,0
47097,13.33,0.53,0
47099,15.0,0.6,1
47101,11.0,0.44,0
47103,8.0,0.32,0
47105,6.0,0.24,0
47107,14.67,0.59,0
47109,11.0,0.44,0
47111,16.0,0.64,1
47113,16.89,0.68,1
47115,17.0,0.68,1
47117,8.0,0.32,0
47119,10.33,0.41,0
47121,9.33,0.37,0
47123,10.22,0.41,0
47125,14.0,0.56,0
47127,12.5,0.5,0
47129,17.5,0.7,1
47131,17.0,0.68,1
47133,4.0,0.16,0
47135,12.0,0.48,0
47137,9.5,0.38,0
47139,11.67,0.47,0
47141,9.2,0.37,0
47143,14.5,0.58,0
47145,14.0,0.56,0
47147,5.0,0.2,0
47149,9.88,0.4,0
47151,11.25,0.45,0
47153,14.0,0.56,0
47155,11.0,0.44,0
47157,18.52,0.74,1
47159,6.5,0.26,0
47161,16.0,0.64,1
47163,15.0,0.6,1
47165,16.62,0.66,1
47167,12.25,0.49,0
47169,8.0,0.32,0
47171,7.5,0.3,0
47173,17.0,0.68,1
47175,13.4,0.54,0
47177,14.17,0.57,0
47179,3.78,0.15,0
47181,12.75,0.51,0
47183,4.57,0.18,0
47185,10.33,0.41,0
47187,16.0,0.64,1
47189,10.8,0.43,0
48001,6.92,0.28,0
48003,11.0,0.44,0
48005,9.5,0.38,0
48007,7.0,0.28,0
48009,15.0,0.6,1
48011,15.0,0.6,1
48013,15.0,0.6,1
48015,14.5,0.58,0
48017,15.25,0.61,1
48019,16.5,0.66,1
48021,10.0,0.4,0
48023,7.0,0.28,0
48025,7.89,0.32,0
48027,17.0,0.68,1
48029,12.93,0.52,0
48031,5.5,0.22,0
48033,7.0,0.28,0
48035,7.25,0.29,0
48037,6.0,0.24,0
48039,9.71,0.39,0
48041,10.33,0.41,0
48043,12.8,0.51,0
48045,14.0,0.56,0
48047,11.0,0.44,0
48049,12.0,0.48,0
48051,15.0,0.6,1
48053,2.5,0.1,0
48055,14.75,0.59,0
48057,15.25,0.61,1
48061,12.49,0.5,0
48063,13.5,0.54,0
48065,15.0,0.6,1
48067,7.0,0.28,0
48069,11.0,0.44,0
48071,15.0,0.6,1
48073,8.0,0.32,0
48075,10.5,0.42,0
48077,13.0,0.52,0
48079,7.5,0.3,0
48081,15.0,0.6,1
48083,13.5,0.54,0
48085,5.0,0.2,0
48087,11.75,0.47,0
48089,14.25,0.57,0
48091,0.0,0.0,0
48093,11.0,0.44,0
48095,8.67,0.35,0
48097,11.75,0.47,0
48099,7.78,0.31,0
48101,14.0,0.56,0
48103,16.0,0.64,1
48105,14.5,0.58,0
48107,15.0,0.6,1
48109,16.5,0.66,1
48111,8.5,0.34,0
48113,11.14,0.45,0
48115,14.5,0.58,0
48117,15.0,0.6,1
48119,13.5,0.54,0
48121,4.2,0.17,0
48123,9.0,0.36,0
48125,14.25,0.57,0
48127,11.83,0.47,0
48129,16.0,0.64,1
48131,16.0,0.64,1
48133,10.0,0.4,0
48135,14.5,0.58,0
48137,11.0,0.44,0
48139,10.5,0.42,0
48141,15.64,0.63,1
48143,17.0,0.68,1
48145,11.75,0.47,0
48147,11.6,0.46,0
48149,13.5,0.54,0
48151,13.5,0.54,0
48153,4.5,0.18,0
48155,11.0,0.44,0
48157,7.4,0.3,0
48159,11.0,0.44,0
48161,14.25,0.57,0
48163,13.4,0.54,0
48165,13.33,0.53,0
48167,10.67,0.43,0
48169,7.0,0.28,0
48171,14.0,0.56,0
48173,9.0,0.36,0
48175,12.67,0.51,0
48177,9.75,0.39,0
48179,13.25,0.53,0
48181,14.0,0.56,0
48183,12.6,0.5,0
48185,9.33,0.37,0
48187,4.0,0.16,0
48189,11.4,0.46,0
48191,13.33,0.53,0
48193,9.75,0.39,0
48195,12.67,0.51,0
48197,13.0,0.52,0
48199,6.0,0.24,0
48201,7.16,0.29,0
48203,10.22,0.41,0
48205,10.0,0.4,0
48207,15.8,0.63,1
48209,17.0,0.68,1
48211,10.0,0.4,0
48213,1.48,0.06,0
48215,14.45,0.58,0
48217,11.4,0.46,0
48219,11.71,0.47,0
48221,14.0,0.56,0
48223,16.0,0.64,1
48225,11.33,0.45,0
48227,16.17,0.65,1
48229,20.33,0.81,1
48231,18.5,0.74,1
48233,7.0,0.28,0
48235,13.0,0.52,0
48237,13.0,0.52,0
48239,10.0,0.4,0
48241,7.8,0.31,0
48243,9.5,0.38,0
48245,3.0,0.12,0
48247,11.5,0.46,0
48249,12.5,0.5,0
48251,0.0,0.0,0
48253,12.12,0.48,0
48255,10.2,0.41,0
48257,0.0,0.0,0
48259,0.0,0.0,0
48261,7.0,0.28,0
48263,13.0,0.52,0
48265,8.0,0.32,0
48267,11.0,0.44,0
48269,5.0,0.2,0
48271,13.67,0.55,0
48273,7.33,0.29,0
48275,10.6,0.42,0
48277,15.0,0.6,1
48279,15.2,0.61,1
48281,10.0,0.4,0
48283,17.5,0.7,1
48285,13.0,0.52,0
48287,11.0,0.44,0
48289,15.0,0.6,1
48291,14.0,0.56,0
48293,14.83,0.59,0
48295,7.5,0.3,0
48297,11.33,0.45,0
48299,8.0,0.32,0
48301,5.0,0.2,0
48303,14.85,0.59,0
48305,16.5,0.66,1
48307,15.67,0.63,1
48309,6.67,0.27,0
48311,7.5,0.3,0
48313,7.33,0.29,0
48315,16.5,0.66,1
48317,7.0,0.28,0
48319,9.0,0.36,0
48321,12.75,0.51,0
48323,12.75,0.51,0
48325,12.0,0.48,0
48327,13.67,0.55,0
48329,4.75,0.19,0
48331,10.5,0.42,0
48333,10.25,0.41,0
48335,14.0,0.56,0
48337,11.0,0.44,0
48339,3.15,0.13,0
48341,8.4,0.34,0
48343,13.0,0.52,0
48345,8.5,0.34,0
48347,17.5,0.7,1
48349,9.8,0.39,0
48351,9.67,0.39,0
48353,8.33,0.33,0
48355,1.05,0.04,0
48357,17.0,0.68,1
48359,12.0,0.48,0
48361,9.0,0.36,0
48363,16.0,0.64,1
48365,14.33,0.57,0
48367,9.5,0.38,0
48369,16.0,0.64,1
48371,15.12,0.6,1
48373,10.8,0.43,0
48375,11.33,0.45,0
48377,4.0,0.16,0
48379,12.0,0.48,0
48381,12.38,0.5,0
48383,9.0,0.36,0
48385,17.5,0.7,1
48387,11.75,0.47,0
48389,16.4,0.66,1
48391,14.0,0.56,0
48393,7.0,0.28,0
48395,15.0,0.6,1
48399,13.5,0.54,0
48401,9.83,0.39,0
48403,17.33,0.69,1
48405,12.0,0.48,0
48407,17.5,0.7,1
48409,15.33,0.61,1
48411,15.0,0.6,1
48413,11.0,0.44,0
48415,12.0,0.48,0
48417,11.8,0.47,0
48419,13.0,0.52,0
48421,13.0,0.52,0
48423,2.75,0.11,0
48425,15.0,0.6,1
48427,15.62,0.62,1
48429,9.5,0.38,0
48431,13.0,0.52,0
48433,10.0,0.4,0
48435,8.0,0.32,0
48437,10.33,0.41,0
48439,11.74,0.47,0
48441,15.0,0.6,1
48443,9.25,0.37,0
48445,18.0,0.72,1
48447,4.5,0.18,0
48449,14.0,0.56,0
48451,9.0,0.36,0
48453,4.07,0.16,0
48455,16.33,0.65,1
48457,16.0,0.64,1
48459,6.75,0.27,0
48461,9.67,0.39,0
48463,11.75,0.47,0
48465,9.75,0.39,0
48467,13.5,0.54,0
48469,9.0,0.36,0
48471,8.9,0.36,0
48473,14.0,0.56,0
48475,14.33,0.57,0
48477,8.67,0.35,0
48479,15.33,0.61,1
48481,11.0,0.44,0
48483,13.67,0.55,0
48485,13.6,0.54,0
48487,14.33,0.57,0
48489,14.67,0.59,0
48491,11.0,0.44,0
48493,9.0,0.36,0
48495,15.0,0.6,1
48497,12.0,0.48,0
48499,9.25,0.37,0
48501,13.5,0.54,0
48503,11.5,0.46,0
48505,19.33,0.77,1
48507,17.5,0.7,1
49001,8.5,0.34,0
49003,9.67,0.39,0
49005,13.0,0.52,0
49007,13.38,0.54,0
49009,7.0,0.28,0
49011,6.15,0.25,0
49013,2.0,0.08,0
49015,5.71,0.23,0
49017,10.36,0.41,0
49019,8.6,0.34,0
49021,6.2,0.25,0
49023,3.0,0.12,0
49025,9.6,0.38,0
49027,3.46,0.14,0
49029,6.2,0.25,0
49031,9.0,0.36,0
49033,11.0,0.44,0
49035,9.49,0.38,0
49037,8.65,0.35,0
49039,6.5,0.26,0
49041,9.43,0.38,0
49043,1.0,0.04,0
49045,9.0,0.36,0
49047,11.64,0.47,0
49049,11.08,0.44,0
49051,10.0,0.4,0
49053,10.5,0.42,0
49055,9.0,0.36,0
49057,7.95,0.32,0
50001,1.12,0.04,0
50003,4.92,0.2,0
50005,1.06,0.04,0
50007,8.0,0.32,0
50009,2.35,0.09,0
50011,1.86,0.07,0
50013,6.0,0.24,0
50015,1.71,0.07,0
50017,8.0,0.32,0
50019,3.15,0.13,0
50021,2.0,0.08,0
50023,0.43,0.02,0
50025,3.5,0.14,0
50027,4.0,0.16,0
51001,14.75,0.59,0
51005,9.5,0.38,0
51007,13.0,0.52,0
51009,14.25,0.57,0
51011,15.0,0.6,1
51013,12.5,0.5,0
51015,6.0,0.24,0
51017,11.0,0.44,0
51019,4.5,0.18,0
51021,16.5,0.66,1
51023,6.71,0.27,0
51025,15.75,0.63,1
51027,10.4,0.42,0
51029,8.75,0.35,0
51031,1.0,0.04,0
51033,12.5,0.5,0
51035,8.0,0.32,0
51036,16.0,0.64,1
51037,17.0,0.68,1
51045,12.0,0.48,0
51047,9.5,0.38,0
51049,12.0,0.48,0
51051,16.0,0.64,1
51053,2.0,0.08,0
51057,14.67,0.59,0
51059,14.0,0.56,0
51063,5.0,0.2,0
51065,7.67,0.31,0
51067,12.75,0.51,0
51069,15.33,0.61,1
51071,14.0,0.56,0
51073,7.0,0.28,0
51075,4.43,0.18,0
51077,6.64,0.27,0
51079,8.0,0.32,0
51081,4.83,0.19,0
51083,12.5,0.5,0
51085,0.0,0.0,0
51087,7.0,0.28,0
51089,15.0,0.6,1
51091,12.75,0.51,0
51093,0.0,0.0,0
51095,11.5,0.46,0
51097,13.0,0.52,0
51099,11.5,0.46,0
51101,9.1,0.36,0
51103,15.0,0.6,1
51105,13.8,0.55,0
51107,14.0,0.56,0
51109,2.57,0.1,0
51111,12.2,0.49,0
51113,11.0,0.44,0
51115,13.0,0.52,0
51117,4.9,0.2,0
51119,8.33,0.33,0
51121,16.5,0.66,1
51125,9.8,0.39,0
51127,12.0,0.48,0
51131,12.0,0.48,0
51133,13.33,0.53,0
51135,9.5,0.38,0
51139,11.14,0.45,0
51141,16.25,0.65,1
51143,6.19,0.25,0
51145,1.5,0.06,0
51147,15.67,0.63,1
51149,15.0,0.6,1
51153,17.5,0.7,1
51155,7.0,0.28,0
51157,10.0,0.4,0
51159,13.67,0.55,0
51163,10.38,0.42,0
51165,14.0,0.56,0
51167,15.5,0.62,1
51169,12.0,0.48,0
51171,12.4,0.5,0
51173,7.86,0.31,0
51175,13.6,0.54,0
51179,14.0,0.56,0
51181,14.0,0.56,0
51183,12.83,0.51,0
51185,15.33,0.61,1
51187,9.4,0.38,0
51191,4.5,0.18,0
51193,11.5,0.46,0
51195,12.5,0.5,0
51197,10.5,0.42,0
51510,12.28,0.49,0
51520,14.0,0.56,0
51530,13.0,0.52,0
51550,7.88,0.32,0
51580,9.5,0.38,0
51590,2.44,0.1,0
51595,8.5,0.34,0
51620,13.5,0.54,0
51640,12.17,0.49,0
51650,12.27,0.49,0
51660,16.5,0.66,1
51670,19.0,0.76,1
51678,15.0,0.6,1
51680,6.2,0.25,0
51683,16.0,0.64,1
51685,16.0,0.64,1
51690,17.33,0.69,1
51700,8.15,0.33,0
51710,10.21,0.41,0
51720,16.0,0.64,1
51730,18.5,0.74,1
51740,6.4,0.26,0
51750,11.0,0.44,0
51760,5.61,0.22,0
51770,14.22,0.57,0
51800,2.5,0.1,0
51810,0.0,0.0,0
51830,16.0,0.64,1
51840,16.0,0.64,1
53001,8.33,0.33,0
53003,15.5,0.62,1
53005,9.11,0.36,0
53007,10.56,0.42,0
53009,12.43,0.5,0
53011,13.05,0.52,0
53013,11.67,0.47,0
53015,9.15,0.37,0
53017,10.6,0.42,0
53019,10.67,0.43,0
53021,11.0,0.44,0
53023,14.33,0.57,0
53025,12.38,0.5,0
53027,7.96,0.32,0
53029,4.0,0.16,0
53031,12.51,0.5,0
53033,12.04,0.48,0
53035,10.51,0.42,0
53037,4.62,0.18,0
53039,10.12,0.4,0
53041,9.28,0.37,0
53043,5.0,0.2,0
53045,13.85,0.55,0
53047,14.35,0.57,0
53049,6.67,0.27,0
53051,9.5,0.38,0
53053,13.09,0.52,0
53055,10.55,0.42,0
53057,5.3,0.21,0
53059,12.25,0.49,0
53061,9.38,0.38,0
53063,12.25,0.49,0
53065,8.48,0.34,0
53067,11.22,0.45,0
53069,7.0,0.28,0
53071,15.33,0.61,1
53073,12.12,0.48,0
53075,14.0,0.56,0
53077,11.59,0.46,0
54001,11.0,0.44,0
54003,9.2,0.37,0
54005,11.0,0.44,0
54007,15.33,0.61,1
54009,15.0,0.6,1
54011,10.0,0.4,0
54013,12.0,0.48,0
54015,9.33,0.37,0
54017,6.0,0.24,0
54019,5.5,0.22,0
54021,12.0,0.48,0
54023,6.83,0.27,0
54025,8.88,0.36,0
54027,7.62,0.3,0
54029,6.6,0.26,0
54031,4.5,0.18,0
54033,3.5,0.14,0
54035,13.25,0.53,0
54037,6.0,0.24,0
54039,3.27,0.13,0
54041,7.5,0.3,0
54043,14.67,0.59,0
54045,14.38,0.57,0
54047,18.22,0.73,1
54049,7.25,0.29,0
54051,12.33,0.49,0
54053,4.5,0.18,0
54055,14.5,0.58,0
54057,5.17,0.21,0
54059,9.75,0.39,0
54061,10.2,0.41,0
54063,13.8,0.55,0
54065,6.15,0.25,0
54067,5.08,0.2,0
54069,10.5,0.42,0
54071,8.0,0.32,0
54073,7.0,0.28,0
54075,3.38,0.14,0
54077,3.29,0.13,0
54079,5.0,0.2,0
54081,7.62,0.3,0
54083,1.86,0.07,0
54085,6.17,0.25,0
54087,16.1,0.64,1
54089,12.0,0.48,0
54091,12.5,0.5,0
54093,9.33,0.37,0
54095,13.6,0.54,0
54097,16.75,0.67,1
54099,3.4,0.14,0
54101,18.75,0.75,1
54103,12.2,0.49,0
54105,14.75,0.59,0
54107,14.5,0.58,0
54109,18.12,0.72,1
55001,15.5,0.62,1
55003,5.47,0.22,0
55005,5.38,0.22,0
55007,6.06,0.24,0
55009,11.36,0.45,0
55011,6.8,0.27,0
55013,14.5,0.58,0
55015,9.38,0.38,0
55017,10.53,0.42,0
55019,13.14,0.53,0
55021,0.66,0.03,0
55023,0.91,0.04,0
55025,12.73,0.51,0
55027,7.71,0.31,0
55029,2.44,0.1,0
55031,11.44,0.46,0
55033,4.05,0.16,0
55035,2.62,0.1,0
55037,3.4,0.14,0
55039,5.2,0.21,0
55041,2.0,0.08,0
55043,3.34,0.13,0
55045,2.33,0.09,0
55047,6.46,0.26,0
55049,2.15,0.09,0
55051,3.85,0.15,0
55053,3.6,0.14,0
55055,4.35,0.17,0
55057,3.06,0.12,0
55059,16.28,0.65,1
55061,3.44,0.14,0
55063,2.43,0.1,0
55065,3.05,0.12,0
55067,9.12,0.36,0
55069,0.0,0.0,0
55071,6.36,0.25,0
55073,8.78,0.35,0
55075,1.72,0.07,0
55077,1.75,0.07,0
55078,11.75,0.47,0
55079,10.0,0.4,0
55081,7.33,0.29,0
55083,11.7,0.47,0
55085,5.13,0.21,0
55087,13.0,0.52,0
55091,4.04,0.16,0
55093,1.69,0.07,0
55095,6.81,0.27,0
55097,4.5,0.18,0
55099,4.74,0.19,0
55101,10.81,0.43,0
55103,3.4,0.14,0
55105,4.43,0.18,0
55107,15.0,0.6,1
55109,4.36,0.17,0
55111,3.3,0.13,0
55113,3.0,0.12,0
55115,2.79,0.11,0
55117,8.43,0.34,0
55119,2.73,0.11,0
55121,4.98,0.2,0
55123,2.62,0.1,0
55125,7.84,0.31,0
55127,8.4,0.34,0
55129,4.89,0.2,0
55133,10.0,0.4,0
55135,2.89,0.12,0
55137,2.76,0.11,0
55139,3.0,0.12,0
55141,12.14,0.49,0
56001,13.0,0.52,0
56003,11.2,0.45,0
56005,12.0,0.48,0
56007,6.0,0.24,0
56009,12.0,0.48,0
56011,10.33,0.41,0
56013,12.58,0.5,0
56015,13.33,0.53,0
56017,9.33,0.37,0
56019,3.5,0.14,0
56021,15.92,0.64,1
56023,7.6,0.3,0
56025,6.0,0.24,0
56027,14.5,0.58,0
56029,13.5,0.54,0
56031,4.22,0.17,0
56033,13.0,0.52,0
56035,4.25,0.17,0
56037,6.83,0.27,0
56041,9.38,0.38,0
56043,10.4,0.42,0
56045,4.67,0.19,0
60010,22.0,0.88,1
60020,22.0,0.88,1
60030,22.0,0.88,1
60040,22.0,0.88,1
60050,21.0,0.84,1
64002,22.5,0.9,1
64005,18.75,0.75,1
64040,24.0,0.96,1
64060,24.0,0.96,1
66010,12.12,0.48,0
68007,25.0,1.0,1
68010,25.0,1.0,1
68030,25.0,1.0,1
68040,25.0,1.0,1
68050,25.0,1.0,1
68060,25.0,1.0,1
68070,25.0,1.0,1
68080,25.0,1.0,1
68090,25.0,1.0,1
68100,25.0,1.0,1
68110,25.0,1.0,1
68120,25.0,1.0,1
68130,25.0,1.0,1
68150,25.0,1.0,1
68160,25.0,1.0,1
68170,25.0,1.0,1
68180,25.0,1.0,1
68190,25.0,1.0,1
68300,25.0,1.0,1
68310,25.0,1.0,1
68320,25.0,1.0,1
68330,25.0,1.0,1
68340,25.0,1.0,1
68350,25.0,1.0,1
68360,25.0,1.0,1
68385,25.0,1.0,1
68390,25.0,1.0,1
68400,25.0,1.0,1
68410,25.0,1.0,1
68420,25.0,1.0,1
68430,25.0,1.0,1
69085,16.0,0.64,1
69100,16.0,0.64,1
69110,16.5,0.66,1
69120,16.0,0.64,1
70002,12.0,0.48,0
70004,12.0,0.48,0
70010,12.0,0.48,0
70050,12.0,0.48,0
70100,12.0,0.48,0
70150,16.0,0.64,1
70212,12.0,0.48,0
70214,12.0,0.48,0
70218,12.0,0.48,0
70222,12.0,0.48,0
70224,12.0,0.48,0
70226,12.0,0.48,0
70227,12.0,0.48,0
70228,12.0,0.48,0
70350,12.0,0.48,0
70370,12.0,0.48,0
72001,6.2,0.25,0
72003,10.67,0.43,0
72005,5.33,0.21,0
72007,5.0,0.2,0
72009,0.0,0.0,0
72011,11.0,0.44,0
72013,8.5,0.34,0
72015,10.25,0.41,0
72017,7.5,0.3,0
72019,0.0,0.0,0
72021,17.0,0.68,1
72023,8.0,0.32,0
72025,8.2,0.33,0
72027,10.75,0.43,0
72029,7.33,0.29,0
72033,6.2,0.25,0
72035,0.0,0.0,0
72037,3.75,0.15,0
72039,9.67,0.39,0
72041,3.25,0.13,0
72043,0.0,0.0,0
72045,0.0,0.0,0
72047,0.0,0.0,0
72049,6.5,0.26,0
72051,0.0,0.0,0
72053,3.75,0.15,0
72054,17.0,0.68,1
72055,0.0,0.0,0
72057,0.0,0.0,0
72059,4.25,0.17,0
72061,4.0,0.16,0
72063,3.75,0.15,0
72065,10.75,0.43,0
72067,8.0,0.32,0
72069,6.0,0.24,0
72071,4.0,0.16,0
72073,11.33,0.45,0
72075,0.0,0.0,0
72077,0.0,0.0,0
72079,5.33,0.21,0
72081,14.33,0.57,0
72083,10.6,0.42,0
72085,9.0,0.36,0
72087,7.0,0.28,0
72089,9.0,0.36,0
72091,8.5,0.34,0
72093,18.67,0.75,1
72095,3.67,0.15,0
72097,11.5,0.46,0
72099,5.6,0.22,0
72101,9.67,0.39,0
72103,8.6,0.34,0
72105,11.0,0.44,0
72107,8.0,0.32,0
72109,9.25,0.37,0
72111,4.25,0.17,0
72113,1.67,0.07,0
72115,0.0,0.0,0
72117,11.25,0.45,0
72119,7.2,0.29,0
72121,0.0,0.0,0
72123,0.0,0.0,0
72125,5.33,0.21,0
72127,3.0,0.12,0
