fips,hpsa_score,hpsa_score_norm,shortage_flag
21159,14.0,0.56,0
21161,16.0,0.64,1
21163,12.5,0.5,0
21165,12.33,0.49,0
21167,11.0,0.44,0
21169,11.0,0.44,0
21171,16.0,0.64,1
21173,13.6,0.54,0
21175,16.0,0.64,1
21177,16.75,0.67,1
21179,13.78,0.55,0
21181,10.67,0.43,0
21183,6.2,0.25,0
21185,9.0,0.36,0
21187,8.5,0.34,0
21189,17.4,0.7,1
21191,8.5,0.34,0
21193,4.83,0.19,0
21195,6.74,0.27,0
21197,13.56,0.54,0
21199,14.6,0.58,0
21201,14.67,0.59,0
21203,12.88,0.52,0
21205,17.0,0.68,1
21207,13.5,0.54,0
21209,0.0,0.0,0
21211,12.29,0.49,0
21213,12.75,0.51,0
21215,9.25,0.37,0
21217,17.2,0.69,1
21219,12.75,0.51,0
21221,11.25,0.45,0
21223,15.0,0.6,1
21225,15.83,0.63,1
21227,12.38,0.5,0
21229,11.6,0.46,0
21231,12.71,0.51,0
21233,15.4,0.62,1
21235,12.46,0.5,0
21237,12.75,0.51,0
22001,12.5,0.5,0
22003,12.42,0.5,0
22005,7.47,0.3,0
22007,16.0,0.64,1
22009,19.23,0.77,1
22011,6.41,0.26,0
22013,19.0,0.76,1
22015,6.0,0.24,0
22017,11.5,0.46,0
22019,11.99,0.48,0
22021,12.6,0.5,0
22023,13.0,0.52,0
22025,18.0,0.72,1
22027,14.25,0.57,0
22029,17.0,0.68,1
22031,18.5,0.74,1
22033,12.02,0.48,0
22035,16.0,0.64,1
22037,13.57,0.54,0
22039,12.62,0.5,0
22041,16.83,0.67,1
22043,20.5,0.82,1
22045,1.59,0.06,0
22047,8.36,0.33,0
22049,14.67,0.59,0
22051,4.48,0.18,0
22053,3.58,0.14,0
22055,3.36,0.13,0
22057,1.26,0.05,0
22059,10.67,0.43,0
22061,12.33,0.49,0
22063,2.0,0.08,0
22065,15.2,0.61,1
22067,15.86,0.63,1
22069,9.17,0.37,0
22071,1.99,0.08,0
22073,4.54,0.18,0
22075,3.0,0.12,0
22077,15.4,0.62,1
22079,17.5,0.7,1
22081,7.5,0.3,0
22083,18.5,0.74,1
22085,11.0,0.44,0
22087,11.33,0.45,0
22089,9.0,0.36,0
22091,15.0,0.6,1
22093,2.36,0.09,0
22095,2.0,0.08,0
22097,11.78,0.47,0
22099,2.43,0.1,0
22101,9.25,0.37,0
22103,8.45,0.34,0
22105,5.65,0.23,0
22107,21.0,0.84,1
22109,4.29,0.17,0
22111,6.8,0.27,0
22113,4.38,0.18,0
22115,10.5,0.42,0
22117,9.36,0.37,0
22119,16.12,0.64,1
22121,9.0,0.36,0
22123,15.0,0.6,1
22125,12.0,0.48,0
22127,13.33,0.53,0
23001,2.5,0.1,0
23003,4.86,0.19,0
23005,4.21,0.17,0
23007,9.95,0.4,0
23009,6.59,0.26,0
23011,8.33,0.33,0
23013,5.46,0.22,0
23015,2.63,0.11,0
23017,8.14,0.33,0
23019,9.47,0.38,0
23021,7.64,0.31,0
23023,0.0,0.0,0
23025,10.91,0.44,0
23027,5.0,0.2,0
23029,7.32,0.29,0
23031,2.59,0.1,0
24001,7.58,0.3,0
24003,9.33,0.37,0
24005,13.47,0.54,0
24009,12.1,0.48,0
24011,12.69,0.51,0
24013,15.0,0.6,1
24015,7.2,0.29,0
24017,6.8,0.27,0
24019,9.0,0.36,0
24021,7.68,0.31,0
24023,13.8,0.55,0
24025,13.2,0.53,0
24029,7.4,0.3,0
24031,12.22,0.49,0
24033,12.83,0.51,0
24035,8.6,0.34,0
24037,13.43,0.54,0
24039,14.4,0.58,0
24041,9.0,0.36,0
24043,10.27,0.41,0
24045,13.92,0.56,0
24047,8.0,0.32,0
24510,13.36,0.53,0
25001,6.47,0.26,0
25003,7.96,0.32,0
25005,1.66,0.07,0
25007,11.25,0.45,0
25009,4.17,0.17,0
25011,8.03,0.32,0
25013,8.04,0.32,0
25015,8.79,0.35,0
25017,0.16,0.01,0
25019,11.0,0.44,0
25021,1.92,0.08,0
25023,2.75,0.11,0
25025,7.33,0.29,0
25027,1.53,0.06,0
26001,6.5,0.26,0
26003,4.62,0.18,0
26005,5.92,0.24,0
26007,14.33,0.57,0
26009,6.17,0.25,0
26011,5.09,0.2,0
26013,11.78,0.47,0
26015,12.2,0.49,0
26017,4.56,0.18,0
26019,7.92,0.32,0
26021,2.62,0.1,0
26023,9.12,0.36,0
26025,11.12,0.44,0
26027,6.2,0.25,0
26029,5.24,0.21,0
26031,7.89,0.32,0
26033,3.92,0.16,0
26035,3.1,0.12,0
26037,0.0,0.0,0
26039,5.2,0.21,0
26041,12.44,0.5,0
26043,11.35,0.45,0
26045,12.97,0.52,0
26047,10.17,0.41,0
26049,5.14,0.21,0
26051,10.0,0.4,0
26053,3.56,0.14,0
26055,4.91,0.2,0
26057,11.87,0.47,0
26059,12.14,0.49,0
26061,12.5,0.5,0
26063,5.0,0.2,0
26065,13.09,0.52,0
26067,9.25,0.37,0
26069,9.5,0.38,0
26071,17.0,0.68,1
26073,9.0,0.36,0
26075,5.38,0.22,0
26077,3.0,0.12,0
26079,3.71,0.15,0
26081,14.79,0.59,0
26083,14.0,0.56,0
26085,3.06,0.12,0
26087,5.0,0.2,0
26089,4.5,0.18,0
26091,11.25,0.45,0
26095,12.86,0.51,0
26097,13.32,0.53,0
26099,11.55,0.46,0
26101,4.0,0.16,0
26103,8.2,0.33,0
26105,13.73,0.55,0
26107,3.8,0.15,0
26109,4.39,0.18,0
26111,10.75,0.43,0
26113,1.88,0.08,0
26115,1.64,0.07,0
26117,7.5,0.3,0
26119,13.2,0.53,0
26121,7.31,0.29,0
26123,1.55,0.06,0
26125,9.61,0.38,0
26127,3.93,0.16,0
26129,4.5,0.18,0
26131,2.46,0.1,0
26133,2.25,0.09,0
26135,14.8,0.59,0
26137,10.25,0.41,0
26139,13.39,0.54,0
26141,6.5,0.26,0
26143,3.9,0.16,0
26145,4.74,0.19,0
26147,1.95,0.08,0
26149,3.33,0.13,0
26151,6.25,0.25,0
26153,14.67,0.59,0
26155,2.5,0.1,0
26157,8.65,0.35,0
26159,9.65,0.39,0
26161,12.88,0.52,0
26163,16.37,0.65,1
26165,6.61,0.26,0
27001,10.43,0.42,0
27003,10.68,0.43,0
27005,15.0,0.6,1
27007,7.74,0.31,0
27009,14.0,0.56,0
27011,5.15,0.21,0
27013,10.06,0.4,0
27015,8.36,0.33,0
27017,1.11,0.04,0
27021,13.71,0.55,0
27023,6.75,0.27,0
27025,3.0,0.12,0
27027,9.1,0.36,0
27029,13.0,0.52,0
27031,6.5,0.26,0
27033,4.27,0.17,0
27035,11.25,0.45,0
27041,0.0,0.0,0
27043,11.97,0.48,0
27045,11.0,0.44,0
27047,12.59,0.5,0
27049,12.5,0.5,0
27051,11.8,0.47,0
27053,13.56,0.54,0
27055,0.0,0.0,0
27057,12.5,0.5,0
27061,8.81,0.35,0
27063,2.0,0.08,0
27065,1.14,0.05,0
27067,2.57,0.1,0
27069,1.43,0.06,0
27071,7.2,0.29,0
27073,1.79,0.07,0
27075,7.78,0.31,0
27077,0.53,0.02,0
27079,0.48,0.02,0
27081,10.33,0.41,0
27083,13.63,0.55,0
27087,16.0,0.64,1
27089,0.36,0.01,0
27091,2.6,0.1,0
27093,2.17,0.09,0
27095,10.82,0.43,0
27097,10.31,0.41,0
27099,12.37,0.49,0
27101,12.0,0.48,0
27105,13.5,0.54,0
27107,15.25,0.61,1
27109,12.0,0.48,0
27111,7.97,0.32,0
27113,11.0,0.44,0
27115,1.84,0.07,0
27117,7.9,0.32,0
27119,0.18,0.01,0
27121,3.0,0.12,0
27123,8.33,0.33,0
27125,8.5,0.34,0
27127,12.4,0.5,0
27129,9.17,0.37,0
27131,5.67,0.23,0
27133,8.89,0.36,0
27135,4.06,0.16,0
27137,11.38,0.46,0
27139,10.5,0.42,0
27141,10.5,0.42,0
27143,8.71,0.35,0
27145,6.41,0.26,0
27149,9.45,0.38,0
27151,12.25,0.49,0
27153,7.07,0.28,0
27155,5.12,0.2,0
27157,2.2,0.09,0
27159,7.75,0.31,0
27161,12.23,0.49,0
27163,6.0,0.24,0
27165,0.69,0.03,0
27167,10.0,0.4,0
27169,5.0,0.2,0
27173,6.92,0.28,0
28001,4.75,0.19,0
28003,2.22,0.09,0
28005,21.5,0.86,1
28007,10.0,0.4,0
28009,12.75,0.51,0
28011,9.25,0.37,0
28013,17.0,0.68,1
28015,18.67,0.75,1
28017,19.33,0.77,1
28019,13.75,0.55,0
28021,19.5,0.78,1
28023,19.67,0.79,1
28025,18.67,0.75,1
28027,15.67,0.63,1
28029,22.0,0.88,1
28031,19.0,0.76,1
28033,0.0,0.0,0
28035,8.4,0.34,0
28037,21.33,0.85,1
28039,7.5,0.3,0
28041,15.0,0.6,1
28043,10.5,0.42,0
28045,14.67,0.59,0
28047,6.5,0.26,0
28049,1.78,0.07,0
28051,22.67,0.91,1
28053,22.0,0.88,1
28055,21.5,0.86,1
28057,21.5,0.86,1
28059,0.41,0.02,0
28061,15.0,0.6,1
28063,22.5,0.9,1
28065,19.5,0.78,1
28067,20.0,0.8,1
28069,21.0,0.84,1
28071,15.0,0.6,1
28073,8.33,0.33,0
28075,17.6,0.7,1
28077,19.0,0.76,1
28079,21.5,0.86,1
28081,18.0,0.72,1
28083,20.67,0.83,1
28085,21.0,0.84,1
28087,10.5,0.42,0
28089,18.33,0.73,1
28091,4.0,0.16,0
28093,17.8,0.71,1
28095,16.83,0.67,1
28097,18.0,0.72,1
28099,18.29,0.73,1
28101,20.0,0.8,1
28103,20.8,0.83,1
28105,19.0,0.76,1
28107,15.25,0.61,1
28109,16.5,0.66,1
28111,17.0,0.68,1
28113,17.2,0.69,1
28115,8.5,0.34,0
28117,15.5,0.62,1
28119,22.5,0.9,1
28121,13.87,0.55,0
28123,18.5,0.74,1
28125,21.5,0.86,1
28127,20.0,0.8,1
28129,19.33,0.77,1
28131,17.0,0.68,1
28133,10.67,0.43,0
28135,16.5,0.66,1
28137,14.5,0.58,0
28139,19.5,0.78,1
28141,9.0,0.36,0
28143,21.67,0.87,1
28145,16.5,0.66,1
28147,12.75,0.51,0
28149,20.0,0.8,1
28151,18.0,0.72,1
28153,17.5,0.7,1
28155,16.5,0.66,1
28157,16.75,0.67,1
28159,20.33,0.81,1
28161,19.5,0.78,1
28163,20.5,0.82,1
29001,18.33,0.73,1
29003,3.23,0.13,0
29005,15.0,0.6,1
29007,15.75,0.63,1
29009,14.5,0.58,0
29011,16.5,0.66,1
29013,10.33,0.41,0
29015,9.25,0.37,0
29017,17.0,0.68,1
29019,19.0,0.76,1
29021,13.67,0.55,0
29023,18.8,0.75,1
29025,8.0,0.32,0
29027,2.83,0.11,0
29029,15.38,0.62,1
29031,15.62,0.62,1
29033,16.0,0.64,1
29035,17.0,0.68,1
29037,6.4,0.26,0
29039,12.25,0.49,0
29041,15.33,0.61,1
29043,14.67,0.59,0
29045,15.8,0.63,1
29047,0.0,0.0,0
29049,8.33,0.33,0
29051,11.75,0.47,0
29053,2.29,0.09,0
29055,14.67,0.59,0
29057,16.0,0.64,1
29059,16.4,0.66,1
29061,12.0,0.48,0
29063,11.8,0.47,0
29065,17.0,0.68,1
29067,15.67,0.63,1
29069,17.6,0.7,1
29071,14.4,0.58,0
29073,5.93,0.24,0
29075,14.0,0.56,0
29077,5.05,0.2,0
29079,15.33,0.61,1
29081,11.75,0.47,0
29083,11.78,0.47,0
29085,17.25,0.69,1
29087,13.33,0.53,0
29089,15.75,0.63,1
29091,13.44,0.54,0
29093,18.33,0.73,1
29095,14.58,0.58,0
29097,17.0,0.68,1
29099,13.14,0.53,0
29101,2.44,0.1,0
29103,17.5,0.7,1
29105,16.57,0.66,1
29107,9.83,0.39,0
29109,16.8,0.67,1
29111,13.67,0.55,0
29113,13.86,0.55,0
29115,15.0,0.6,1
29117,13.0,0.52,0
29119,12.3,0.49,0
29121,15.67,0.63,1
29123,18.0,0.72,1
29125,14.0,0.56,0
29127,15.57,0.62,1
29129,16.0,0.64,1
29131,15.0,0.6,1
29133,8.2,0.33,0
29135,11.75,0.47,0
29137,15.33,0.61,1
29139,15.6,0.62,1
29141,16.67,0.67,1
29143,8.62,0.34,0
29145,17.43,0.7,1
29147,16.0,0.64,1
29149,16.75,0.67,1
29151,13.0,0.52,0
29153,15.0,0.6,1
29155,12.2,0.49,0
29157,15.5,0.62,1
29159,9.62,0.38,0
29161,17.12,0.68,1
29163,15.0,0.6,1
29167,2.74,0.11,0
29169,16.29,0.65,1
29171,11.75,0.47,0
29173,15.25,0.61,1
29175,16.67,0.67,1
29177,11.67,0.47,0
29179,5.3,0.21,0
29181,18.0,0.72,1
29183,16.32,0.65,1
29185,4.21,0.17,0
29186,11.55,0.46,0
29187,15.0,0.6,1
29189,16.74,0.67,1
29195,9.29,0.37,0
29197,13.4,0.54,0
29199,14.33,0.57,0
29201,18.92,0.76,1
29203,17.25,0.69,1
29205,11.75,0.47,0
29207,18.78,0.75,1
29209,10.0,0.4,0
29211,17.25,0.69,1
29213,16.0,0.64,1
29215,15.0,0.6,1
29217,9.8,0.39,0
29219,13.75,0.55,0
29221,4.93,0.2,0
29223,14.25,0.57,0
29225,16.56,0.66,1
29227,8.0,0.32,0
29229,17.0,0.68,1
29510,15.87,0.63,1
30001,13.0,0.52,0
30003,15.67,0.63,1
30005,16.71,0.67,1
30007,12.4,0.5,0
30009,12.6,0.5,0
30011,10.0,0.4,0
30013,18.33,0.73,1
30015,8.75,0.35,0
30017,12.18,0.49,0
30019,10.25,0.41,0
30021,5.5,0.22,0
30023,16.0,0.64,1
30025,11.12,0.44,0
30027,9.67,0.39,0
30029,14.67,0.59,0
30031,7.71,0.31,0
30033,7.0,0.28,0
30035,15.8,0.63,1
30037,8.0,0.32,0
30039,13.67,0.55,0
30041,11.1,0.44,0
30043,5.25,0.21,0
30045,15.5,0.62,1
30047,15.5,0.62,1
30049,12.86,0.51,0
30051,14.6,0.58,0
30053,11.62,0.46,0
30055,11.0,0.44,0
30057,7.85,0.31,0
30059,10.5,0.42,0
30061,10.67,0.43,0
30063,15.86,0.63,1
30065,15.5,0.62,1
30067,11.7,0.47,0
30069,5.0,0.2,0
30071,14.5,0.58,0
30073,9.92,0.4,0
30075,11.0,0.44,0
30077,6.0,0.24,0
30079,12.33,0.49,0
30081,16.0,0.64,1
30083,11.67,0.47,0
30085,14.3,0.57,0
30087,13.57,0.54,0
30089,9.86,0.39,0
30091,9.0,0.36,0
30093,18.25,0.73,1
30095,11.5,0.46,0
30097,11.33,0.45,0
30099,8.5,0.34,0
30101,8.78,0.35,0
30103,3.5,0.14,0
30105,4.33,0.17,0
30107,13.0,0.52,0
30109,6.38,0.26,0
30111,15.0,0.6,1
31003,0.48,0.02,0
31005,7.0,0.28,0
31007,7.0,0.28,0
31009,5.0,0.2,0
31011,1.5,0.06,0
31013,5.0,0.2,0
31015,9.33,0.37,0
31017,7.8,0.31,0
31019,1.75,0.07,0
31021,2.67,0.11,0
31023,0.0,0.0,0
31025,8.25,0.33,0
31027,6.0,0.24,0
31029,5.5,0.22,0
31031,2.49,0.1,0
31033,15.5,0.62,1
31035,9.67,0.39,0
31037,5.36,0.21,0
31039,1.75,0.07,0
31041,3.43,0.14,0
31043,1.56,0.06,0
31045,3.29,0.13,0
31047,9.8,0.39,0
31049,9.75,0.39,0
31051,1.41,0.06,0
31053,1.62,0.06,0
31055,2.32,0.09,0
31057,10.0,0.4,0
31059,6.5,0.26,0
31061,4.36,0.17,0
31063,0.52,0.02,0
31065,11.67,0.47,0
31067,7.17,0.29,0
31069,11.33,0.45,0
31071,2.85,0.11,0
31073,3.29,0.13,0
31075,8.5,0.34,0
31077,5.83,0.23,0
31079,15.5,0.62,1
31083,10.0,0.4,0
31085,7.0,0.28,0
31087,15.0,0.6,1
31089,3.65,0.15,0
31091,11.5,0.46,0
31093,0.88,0.04,0
31095,6.5,0.26,0
31097,8.33,0.33,0
31099,12.5,0.5,0
31101,10.5,0.42,0
31103,7.0,0.28,0
31105,8.67,0.35,0
31107,10.67,0.43,0
31109,12.67,0.51,0
31111,1.36,0.05,0
31113,1.0,0.04,0
31115,1.75,0.07,0
31117,9.71,0.39,0
31119,6.38,0.26,0
31121,6.33,0.25,0
31123,14.25,0.57,0
31125,9.14,0.37,0
31127,4.5,0.18,0
31129,11.25,0.45,0
31131,11.0,0.44,0
31133,10.5,0.42,0
31135,3.5,0.14,0
31137,14.5,0.58,0
31139,6.5,0.26,0
31141,4.0,0.16,0
31143,0.0,0.0,0
31145,3.75,0.15,0
31147,9.5,0.38,0
31149,6.75,0.27,0
31151,12.0,0.48,0
31155,0.55,0.02,0
31157,7.5,0.3,0
31161,3.07,0.12,0
31163,9.0,0.36,0
31165,1.75,0.07,0
31167,4.0,0.16,0
31169,12.0,0.48,0
31171,8.0,0.32,0
31173,13.88,0.56,0
31175,1.33,0.05,0
31177,4.0,0.16,0
31179,0.8,0.03,0
31181,7.0,0.28,0
31183,1.67,0.07,0
31185,13.0,0.52,0
32001,10.29,0.41,0
32003,8.55,0.34,0
32005,13.18,0.53,0
32007,11.52,0.46,0
32009,2.67,0.11,0
32011,11.67,0.47,0
32013,13.43,0.54,0
32015,15.17,0.61,1
32017,16.0,0.64,1
32019,7.37,0.29,0
32021,15.8,0.63,1
32023,9.42,0.38,0
32027,12.43,0.5,0
32029,19.0,0.76,1
32031,13.37,0.53,0
32033,7.91,0.32,0
32510,12.46,0.5,0
33001,8.0,0.32,0
33003,7.9,0.32,0
33005,9.65,0.39,0
33007,3.45,0.14,0
33009,8.09,0.32,0
33011,2.06,0.08,0
33013,8.5,0.34,0
33015,2.57,0.1,0
33017,6.4,0.26,0
33019,10.1,0.4,0
34001,0.2,0.01,0
34005,6.8,0.27,0
34007,1.06,0.04,0
34009,10.08,0.4,0
34011,5.67,0.23,0
34013,6.42,0.26,0
34017,0.36,0.01,0
34019,7.5,0.3,0
34021,1.04,0.04,0
34023,1.62,0.06,0
34025,1.0,0.04,0
34027,6.0,0.24,0
34029,6.2,0.25,0
34031,0.42,0.02,0
34033,3.0,0.12,0
34035,12.0,0.48,0
34037,0.0,0.0,0
34039,0.66,0.03,0
34041,0.82,0.03,0
35001,7.32,0.29,0
35003,17.0,0.68,1
35005,5.17,0.21,0
35006,19.2,0.77,1
35007,6.17,0.25,0
35009,18.0,0.72,1
35011,15.67,0.63,1
35013,14.24,0.57,0
35015,11.0,0.44,0
35017,9.0,0.36,0
35019,16.33,0.65,1
35021,4.0,0.16,0
35023,17.5,0.7,1
35025,9.0,0.36,0
35027,7.29,0.29,0
35029,11.0,0.44,0
35031,13.17,0.53,0
35033,14.0,0.56,0
35035,7.6,0.3,0
35037,14.0,0.56,0
35039,14.29,0.57,0
35041,14.4,0.58,0
35043,17.1,0.68,1
35045,13.88,0.56,0
35047,14.6,0.58,0
35049,15.63,0.63,1
35051,14.5,0.58,0
35053,5.14,0.21,0
35055,8.43,0.34,0
35057,18.0,0.72,1
35059,14.5,0.58,0
35061,15.0,0.6,1
36001,1.91,0.08,0
36003,2.21,0.09,0
36005,10.01,0.4,0
36007,9.39,0.38,0
36009,7.15,0.29,0
36011,8.53,0.34,0
36013,4.05,0.16,0
36015,10.0,0.4,0
36017,2.35,0.09,0
36019,3.29,0.13,0
36021,6.0,0.24,0
36023,7.93,0.32,0
36025,9.27,0.37,0
36027,0.75,0.03,0
36029,13.31,0.53,0
36031,6.98,0.28,0
36033,8.66,0.35,0
36035,6.33,0.25,0
36037,5.43,0.22,0
36039,2.71,0.11,0
36041,9.25,0.37,0
36043,1.63,0.07,0
36045,11.89,0.48,0
36047,11.97,0.48,0
36049,9.67,0.39,0
36051,2.25,0.09,0
36053,5.74,0.23,0
36055,13.05,0.52,0
36057,2.5,0.1,0
36059,12.0,0.48,0
36061,7.63,0.31,0
36063,14.86,0.59,0
36065,9.97,0.4,0
36067,16.53,0.66,1
36069,7.48,0.3,0
36071,4.64,0.19,0
36073,3.1,0.12,0
36075,8.84,0.35,0
36077,9.27,0.37,0
36079,21.0,0.84,1
36081,12.62,0.5,0
36083,0.0,0.0,0
36085,15.62,0.62,1
36087,10.95,0.44,0
36089,7.06,0.28,0
36091,0.0,0.0,0
36093,15.0,0.6,1
36095,2.56,0.1,0
36097,10.33,0.41,0
36099,7.25,0.29,0
36101,13.11,0.52,0
36103,3.0,0.12,0
36105,9.06,0.36,0
36107,3.75,0.15,0
36109,8.0,0.32,0
36111,3.5,0.14,0
36113,6.16,0.25,0
36115,3.43,0.14,0
36117,13.56,0.54,0
36119,8.25,0.33,0
36121,0.65,0.03,0
36123,7.44,0.3,0
37001,9.0,0.36,0
37003,9.25,0.37,0
37005,11.33,0.45,0
37007,16.6,0.66,1
37009,17.0,0.68,1
37011,8.67,0.35,0
37013,12.33,0.49,0
37015,12.83,0.51,0
37017,19.0,0.76,1
37019,16.54,0.66,1
37021,3.58,0.14,0
37023,14.33,0.57,0
37025,16.03,0.64,1
37027,4.18,0.17,0
37029,7.5,0.3,0
37031,6.37,0.25,0
37033,10.8,0.43,0
37035,9.33,0.37,0
37037,8.62,0.34,0
37039,10.22,0.41,0
37041,20.5,0.82,1
37043,15.0,0.6,1
37045,13.0,0.52,0
37047,11.33,0.45,0
37049,12.0,0.48,0
37051,15.76,0.63,1
37053,15.0,0.6,1
37055,3.67,0.15,0
37057,17.0,0.68,1
37059,12.0,0.48,0
37061,18.0,0.72,1
37063,2.14,0.09,0
37065,17.4,0.7,1
37067,20.58,0.82,1
37069,9.0,0.36,0
37071,11.25,0.45,0
37073,18.0,0.72,1
37075,14.4,0.58,0
37077,9.62,0.38,0
37079,9.8,0.39,0
37081,16.03,0.64,1
37083,5.71,0.23,0
37085,4.83,0.19,0
37087,12.67,0.51,0
37089,9.03,0.36,0
37091,13.5,0.54,0
37093,13.5,0.54,0
37095,10.3,0.41,0
37097,9.5,0.38,0
37099,14.17,0.57,0
37101,9.36,0.37,0
37103,9.0,0.36,0
37105,4.57,0.18,0
37107,6.44,0.26,0
37109,14.5,0.58,0
37111,12.15,0.49,0
37113,3.5,0.14,0
37115,11.75,0.47,0
37117,17.0,0.68,1
37119,16.13,0.65,1
37121,7.8,0.31,0
37123,17.0,0.68,1
37127,11.8,0.47,0
37129,3.93,0.16,0
37131,11.67,0.47,0
37133,1.95,0.08,0
37135,2.25,0.09,0
37137,14.86,0.59,0
37139,13.0,0.52,0
37141,4.11,0.16,0
37143,17.0,0.68,1
37145,13.0,0.52,0
37147,19.0,0.76,1
37149,8.5,0.34,0
37151,11.4,0.46,0
37153,11.5,0.46,0
37155,4.58,0.18,0
37157,9.0,0.36,0
37159,16.0,0.64,1
37161,15.2,0.61,1
37163,7.0,0.28,0
37165,17.89,0.72,1
37167,13.67,0.55,0
37169,3.12,0.12,0
37171,3.78,0.15,0
37173,18.82,0.75,1
37175,5.33,0.21,0
37177,16.0,0.64,1
37179,10.86,0.43,0
37181,18.5,0.74,1
37183,15.95,0.64,1
37185,3.11,0.12,0
37187,20.0,0.8,1
37189,17.0,0.68,1
37191,10.25,0.41,0
37193,11.25,0.45,0
37195,7.67,0.31,0
37197,1.29,0.05,0
37199,7.62,0.3,0
38001,14.32,0.57,0
38003,11.0,0.44,0
38005,16.79,0.67,1
38007,7.0,0.28,0
38009,12.78,0.51,0
38011,1.75,0.07,0
38013,1.17,0.05,0
38015,3.0,0.12,0
38017,21.0,0.84,1
38019,16.5,0.66,1
38021,0.23,0.01,0
38023,12.5,0.5,0
38025,14.0,0.56,0
38027,13.95,0.56,0
38029,12.75,0.51,0
38031,14.0,0.56,0
38033,12.0,0.48,0
38035,10.35,0.41,0
38037,13.5,0.54,0
38039,9.33,0.37,0
38041,13.0,0.52,0
38043,1.42,0.06,0
38045,0.95,0.04,0
38047,13.67,0.55,0
38049,11.0,0.44,0
38051,11.0,0.44,0
38053,16.0,0.64,1
38055,14.5,0.58,0
38057,9.29,0.37,0
38059,12.93,0.52,0
38061,9.75,0.39,0
38063,2.17,0.09,0
38065,10.0,0.4,0
38067,1.45,0.06,0
38069,3.38,0.14,0
38071,6.78,0.27,0
38073,14.0,0.56,0
38075,10.46,0.42,0
38077,13.27,0.53,0
38079,14.0,0.56,0
38081,15.0,0.6,1
38083,9.0,0.36,0
38085,21.75,0.87,1
38087,0.27,0.01,0
38089,8.17,0.33,0
38091,6.44,0.26,0
38093,5.69,0.23,0
38095,15.5,0.62,1
38097,10.57,0.42,0
38099,1.1,0.04,0
38101,14.1,0.56,0
38103,1.0,0.04,0
38105,6.51,0.26,0
39001,10.33,0.41,0
39003,14.71,0.59,0
39005,10.24,0.41,0
39007,7.74,0.31,0
39009,8.0,0.32,0
39011,6.0,0.24,0
39013,11.5,0.46,0
39015,10.0,0.4,0
39017,11.06,0.44,0
39019,11.5,0.46,0
39021,12.0,0.48,0
39023,14.18,0.57,0
39025,3.74,0.15,0
39027,4.67,0.19,0
39029,1.45,0.06,0
39031,16.0,0.64,1
39033,8.0,0.32,0
39035,13.23,0.53,0
39037,7.67,0.31,0
39039,6.25,0.25,0
39041,16.0,0.64,1
39043,17.5,0.7,1
39045,12.67,0.51,0
39047,2.91,0.12,0
39049,14.63,0.59,0
39053,15.0,0.6,1
39055,0.0,0.0,0
39057,10.65,0.43,0
39059,5.63,0.23,0
39061,17.97,0.72,1
39063,10.07,0.4,0
39065,11.0,0.44,0
39067,4.66,0.19,0
39069,0.0,0.0,0
39071,10.44,0.42,0
39073,8.75,0.35,0
39075,9.0,0.36,0
39077,3.94,0.16,0
39079,15.5,0.62,1
39081,2.5,0.1,0
39083,13.33,0.53,0
39085,13.47,0.54,0
39087,10.6,0.42,0
39089,11.5,0.46,0
39091,13.0,0.52,0
39093,16.02,0.64,1
39095,12.98,0.52,0
39097,7.67,0.31,0
39099,15.15,0.61,1
39101,11.5,0.46,0
39103,13.25,0.53,0
39105,9.0,0.36,0
39107,7.0,0.28,0
39109,15.0,0.6,1
39111,8.2,0.33,0
39113,13.57,0.54,0
39115,15.33,0.61,1
39117,10.0,0.4,0
39119,11.0,0.44,0
39121,11.0,0.44,0
39123,10.0,0.4,0
39125,9.75,0.39,0
39127,9.0,0.36,0
39129,6.4,0.26,0
39131,11.33,0.45,0
39133,15.69,0.63,1
39135,10.0,0.4,0
39137,2.33,0.09,0
39139,1.09,0.04,0
39141,5.67,0.23,0
39143,7.75,0.31,0
39145,14.2,0.57,0
39147,6.08,0.24,0
39151,10.68,0.43,0
39153,16.67,0.67,1
39155,11.27,0.45,0
39157,9.7,0.39,0
39159,3.0,0.12,0
39161,12.0,0.48,0
39163,16.5,0.66,1
39165,10.3,0.41,0
39167,15.3,0.61,1
39169,15.0,0.6,1
39171,12.67,0.51,0
39173,7.7,0.31,0
40001,13.25,0.53,0
40003,10.0,0.4,0
40005,12.6,0.5,0
40007,9.75,0.39,0
40009,13.75,0.55,0
40011,3.44,0.14,0
40013,11.71,0.47,0
40015,14.25,0.57,0
40017,14.2,0.57,0
40019,11.32,0.45,0
40021,16.82,0.67,1
40023,12.0,0.48,0
40025,7.33,0.29,0
40027,7.2,0.29,0
40029,17.0,0.68,1
40031,14.17,0.57,0
40033,7.67,0.31,0
40035,17.0,0.68,1
40037,11.0,0.44,0
40039,6.25,0.25,0
40041,8.0,0.32,0
40043,7.5,0.3,0
40045,11.33,0.45,0
40047,9.0,0.36,0
40049,13.75,0.55,0
40051,16.0,0.64,1
40053,13.25,0.53,0
40055,10.33,0.41,0
40057,8.0,0.32,0
40059,10.0,0.4,0
40061,13.5,0.54,0
40063,15.29,0.61,1
40065,7.5,0.3,0
40067,14.5,0.58,0
40069,13.33,0.53,0
40071,6.27,0.25,0
40073,14.5,0.58,0
40075,8.0,0.32,0
