fips,diabetes,inactivity,mental_health,obesity,smoking
17003,16.4,31.85,19.6,45.3,19.9
17005,10.95,23.95,18.3,39.4,15.5
17007,11.3,25.15,17.2,36.85,14.2
17009,11.55,26.35,18.15,41.55,17.9
17011,11.65,24.8,17.6,38.25,15.1
17013,10.2,20.8,16.65,35.2,13.15
17015,11.8,24.85,17.55,39.05,15.75
17017,12.3,27.2,17.8,40.65,15.85
17019,10.1,20.7,17.0,32.55,12.0
17021,11.2,24.75,18.05,38.1,16.3
17023,10.7,22.45,17.65,37.2,15.0
17025,12.4,26.8,19.15,41.5,18.05
17027,10.3,21.6,17.15,40.1,14.05
17029,10.9,24.1,18.95,38.55,15.5
17031,11.25,23.05,15.15,31.0,11.15
17033,11.0,23.6,17.85,40.05,15.55
17035,10.55,22.45,17.7,38.6,14.65
17037,10.45,22.9,18.15,36.1,13.3
17039,10.9,23.35,17.85,38.05,15.4
17041,10.75,24.15,18.0,38.65,15.3
17043,9.25,18.6,13.8,29.15,9.5
17045,11.9,25.65,18.35,37.5,16.7
17047,12.4,26.15,19.05,40.3,17.6
17049,10.25,22.15,17.4,34.25,14.2
17051,11.85,26.15,18.65,39.95,17.6
17053,11.2,24.85,18.25,37.75,15.95
17055,12.4,26.7,19.3,41.5,17.9
17057,11.7,25.0,18.45,39.85,17.0
17059,12.55,26.8,18.85,40.85,17.8
17061,11.7,25.75,18.8,40.05,17.35
17063,9.7,22.0,17.15,36.25,13.25
17065,12.3,25.8,18.85,40.05,17.3
17067,11.45,24.05,17.45,38.85,15.0
17069,12.6,26.1,18.5,39.65,17.3
17071,11.95,24.35,17.4,38.65,15.5
17073,10.55,22.75,17.1,36.85,13.95
17075,12.25,26.0,18.45,40.7,16.7
17077,11.7,24.8,18.75,41.3,14.95
17079,10.55,22.25,17.4,38.1,14.45
17081,11.8,24.5,18.35,39.8,16.3
17083,10.45,22.45,17.65,39.1,14.3
17085,11.1,22.4,16.3,36.25,13.45
17087,12.1,25.9,18.0,41.65,17.1
17089,10.8,22.8,15.3,35.0,11.0
17091,12.15,24.6,18.25,40.0,14.95
17093,9.25,19.45,15.45,39.35,10.85
17095,12.2,26.7,18.35,39.55,16.5
17097,10.5,19.65,14.4,32.9,10.45
17099,11.2,24.25,17.75,37.85,15.15
17101,12.0,26.5,18.7,40.85,17.75
17103,11.5,24.8,17.4,38.85,15.45
17105,11.05,24.65,17.95,35.95,15.5
17107,10.75,23.85,18.05,38.7,15.4
17109,11.1,23.5,18.75,37.75,14.95
17111,9.65,20.5,15.85,31.9,11.45
17113,9.5,19.65,16.6,35.25,11.7
17115,12.05,25.15,18.15,42.35,15.35
17117,11.35,24.05,18.3,36.9,16.1
17119,10.35,21.6,17.7,38.75,13.45
17121,11.95,26.15,18.95,39.5,17.25
17123,11.35,24.0,17.8,38.6,15.45
17125,11.65,24.6,18.3,37.25,16.25
17127,12.45,25.75,18.8,40.8,16.9
17129,10.35,21.7,17.3,37.65,14.15
17131,11.0,23.5,17.85,38.55,15.5
17133,8.95,17.9,15.7,35.2,11.3
17135,11.35,24.75,18.2,39.15,16.35
17137,11.45,24.2,18.15,40.1,15.95
17139,10.55,23.95,18.65,38.4,16.2
17141,10.95,23.25,17.2,40.9,14.1
17143,11.75,23.05,17.4,34.95,14.05
17145,12.2,26.5,18.8,40.9,17.75
17147,9.65,20.0,16.4,35.0,12.6
17149,11.85,26.1,18.65,40.65,17.1
17151,12.35,24.5,17.45,39.6,15.4
17153,16.45,31.9,19.9,45.65,20.35
17155,10.5,21.7,16.6,36.1,13.35
17157,11.7,25.4,18.3,38.95,16.55
17159,11.2,23.95,18.3,39.45,15.75
17161,11.95,24.35,17.6,39.85,14.8
17163,12.15,24.5,17.45,38.7,14.25
17165,12.05,25.35,18.8,40.2,16.9
17167,10.85,21.6,17.0,39.6,13.35
17169,12.7,26.15,18.1,40.3,17.4
17171,10.85,23.25,17.8,38.35,15.25
17173,11.3,23.7,17.85,37.6,15.5
17175,11.2,23.9,17.85,38.25,15.4
17177,12.15,25.7,18.05,40.8,15.4
17179,10.15,21.7,17.0,36.25,13.65
17181,12.5,27.0,18.5,39.8,17.35
17183,13.05,28.25,19.0,43.95,17.5
17185,11.85,24.75,18.4,40.0,16.2
17187,11.3,24.5,17.95,37.45,14.95
17189,10.35,21.5,17.25,36.75,14.0
17191,12.05,26.35,18.9,39.95,17.3
17193,12.8,27.55,19.25,39.25,18.45
17195,11.6,24.55,17.45,36.3,14.85
17197,10.1,23.75,16.0,37.85,11.55
17199,11.2,23.55,17.65,40.0,14.8
17201,12.8,26.45,18.2,42.1,15.7
17203,9.6,19.95,16.5,37.3,12.5
18001,13.1,27.65,19.75,41.9,19.75
18003,12.35,22.65,17.7,39.45,14.55
18005,11.7,23.65,17.6,38.9,14.95
18007,13.05,27.45,19.35,42.4,18.95
18009,14.55,29.8,19.95,44.25,21.15
18011,9.9,18.6,15.35,32.65,11.5
18013,12.5,24.0,17.15,35.85,16.1
18015,12.4,26.5,18.6,41.5,17.65
18017,14.0,30.5,18.7,47.35,18.6
18019,11.7,24.4,17.75,43.7,16.45
18021,12.85,26.85,18.75,43.1,18.1
18023,12.55,27.7,18.4,40.3,17.65
18025,15.65,32.05,20.65,43.3,23.6
18027,12.9,29.85,20.1,41.55,20.0
18029,11.15,23.25,17.55,35.6,16.4
18031,11.4,25.85,18.5,37.55,16.6
18033,11.8,25.15,18.65,43.6,16.9
18035,13.2,25.45,20.35,37.75,17.9
18037,11.95,24.35,17.3,39.95,15.55
18039,12.9,26.2,19.25,43.95,17.2
18041,13.85,28.75,20.0,44.85,20.5
18043,11.55,24.4,18.15,37.5,15.0
18045,12.65,27.3,19.05,42.5,18.7
18047,12.2,25.15,18.15,40.65,16.95
18049,13.05,27.8,18.95,41.7,18.85
18051,11.9,25.2,18.8,39.4,17.8
18053,14.1,28.7,19.7,41.65,18.45
18055,13.15,27.5,19.35,40.55,19.6
18057,9.1,15.9,13.95,32.2,9.4
18059,10.4,20.25,16.7,39.7,13.6
18061,11.5,23.8,18.2,42.45,16.25
18063,10.5,19.55,15.7,36.2,12.7
18065,12.35,28.35,19.1,43.65,18.2
18067,13.1,27.1,18.55,36.65,18.25
18069,12.2,24.6,18.55,39.95,16.85
18071,12.6,26.4,18.0,39.5,17.35
18073,11.5,24.65,17.95,40.1,15.9
18075,13.6,29.8,20.0,43.6,20.45
18077,12.3,24.75,18.9,36.7,17.5
18079,13.1,27.45,19.6,41.0,19.6
18081,11.3,22.2,17.05,38.7,14.15
18083,12.3,24.95,19.15,37.25,18.0
18085,11.95,26.7,18.0,38.8,16.85
18087,11.75,28.85,20.25,39.8,19.95
18089,14.0,27.4,17.55,39.9,17.1
18091,13.75,27.45,18.35,37.05,17.75
18093,12.45,25.95,18.3,41.9,17.1
18095,12.9,28.5,18.9,36.35,18.65
18097,12.9,24.35,17.85,38.35,15.1
18099,12.75,28.1,18.7,43.3,17.65
18101,13.05,26.6,19.1,39.1,19.0
18103,13.55,27.8,19.1,44.25,19.35
18105,10.45,21.25,18.55,34.1,13.25
18107,12.35,27.85,18.45,39.35,17.8
18109,12.15,23.75,18.1,37.55,16.35
18111,12.9,27.4,18.65,43.4,18.45
18113,12.15,26.4,18.45,39.55,17.1
18115,12.4,25.05,17.9,39.35,16.75
18117,13.1,27.85,19.55,39.6,19.35
18119,12.8,26.55,18.95,41.45,18.6
18121,13.8,30.15,20.25,42.35,21.0
18123,12.25,25.15,18.55,37.55,18.45
18125,12.85,26.7,18.75,37.8,18.75
18127,11.55,25.0,17.15,39.85,14.6
18129,11.45,22.15,17.45,40.2,15.45
18131,12.95,27.6,18.85,38.7,18.55
18133,11.75,24.45,18.45,38.75,16.85
18135,12.95,28.1,19.1,38.7,19.05
18137,11.35,24.3,18.35,36.15,17.05
18139,12.9,26.85,19.2,39.05,18.8
18141,12.3,26.3,18.95,35.65,15.25
18143,12.95,29.25,20.1,42.05,20.0
18145,12.6,25.5,18.7,41.1,18.0
18147,11.9,23.2,17.75,39.7,16.1
18149,13.4,28.4,19.55,42.25,20.1
18151,12.05,24.0,17.85,35.1,15.9
18153,13.05,27.8,19.0,43.5,20.05
18155,13.3,28.85,19.55,40.15,20.45
18157,10.8,21.75,17.95,29.35,14.1
18159,11.95,23.75,17.55,36.5,15.95
18161,11.55,23.35,17.95,37.5,16.05
18163,12.0,25.8,18.8,38.4,16.5
18165,12.9,26.8,19.2,40.5,18.8
18167,13.25,25.65,19.8,41.8,18.35
18169,12.3,25.75,18.45,38.25,17.15
18171,12.5,25.7,18.5,41.5,17.6
18173,10.55,20.55,16.65,33.9,13.05
18175,13.3,27.85,19.45,41.25,19.9
18177,13.4,28.0,20.05,38.05,19.45
18179,11.55,24.9,18.1,41.9,16.6
18181,13.0,27.0,18.0,44.65,16.65
18183,11.4,23.35,17.85,39.55,15.95
19001,11.5,27.05,17.25,40.0,17.0
19003,11.35,26.25,16.65,39.15,16.0
19005,11.45,26.35,17.1,42.4,16.5
19007,13.45,30.25,18.4,43.45,20.0
19009,11.7,26.55,17.05,37.7,16.65
19011,9.85,23.0,16.4,40.7,15.05
19013,11.2,23.55,17.0,41.2,16.25
19015,10.05,24.05,16.35,43.15,14.35
19017,9.15,21.9,15.95,38.1,13.7
19019,10.0,23.3,16.6,37.5,15.45
19021,12.35,29.9,16.6,38.5,15.9
19023,11.05,26.85,16.9,39.3,16.05
19025,10.95,25.5,16.7,40.05,16.0
19027,10.65,26.2,16.7,39.85,15.55
19029,12.2,27.45,17.5,40.85,17.85
19031,10.55,24.55,16.8,40.65,15.3
19033,11.0,25.95,16.9,40.3,15.9
19035,11.95,28.7,17.1,40.8,16.8
19037,11.05,26.4,16.65,39.5,15.8
19039,12.9,31.05,18.1,43.15,19.0
19041,10.9,25.6,16.6,35.35,15.6
19043,12.0,29.3,17.4,41.1,18.25
19045,11.35,26.6,17.4,39.3,17.1
19047,13.25,32.0,17.05,42.85,16.9
19049,8.65,19.3,14.5,32.6,10.8
19051,10.85,27.6,18.05,37.65,17.8
19053,11.5,27.2,18.0,40.65,16.95
19055,11.0,26.85,17.15,39.75,16.6
19057,11.05,27.35,17.35,34.7,16.2
19059,10.3,22.85,15.35,37.4,13.5
19061,9.6,22.3,16.25,34.6,13.95
19063,11.35,27.05,17.2,42.85,16.6
19065,11.6,28.4,17.25,38.75,17.4
19067,11.35,26.45,17.25,39.9,16.55
19069,12.5,29.15,17.35,40.8,17.2
19071,11.0,24.55,16.65,39.95,15.55
19073,11.45,27.0,17.25,35.9,16.9
19075,9.85,23.0,16.3,37.5,14.1
19077,10.75,25.0,16.3,37.2,14.9
19079,10.8,24.7,16.1,36.55,14.95
19081,11.1,27.6,16.6,42.35,15.9
19083,11.4,26.25,17.0,39.05,16.55
19085,11.1,24.9,16.85,35.1,15.95
19087,11.35,25.6,17.0,38.95,16.4
19089,11.05,25.55,17.3,38.1,16.9
19091,11.7,26.5,17.4,41.5,17.1
19093,11.0,26.75,16.95,41.2,16.35
19095,10.4,23.95,16.75,43.25,14.9
19097,11.15,26.05,17.25,40.25,16.55
19099,10.8,24.85,17.2,38.3,16.7
19101,11.65,25.0,15.55,39.65,14.4
19103,9.25,18.65,16.1,31.6,11.6
19105,10.65,24.9,16.85,39.65,16.2
19107,11.9,27.7,17.85,41.45,17.9
19109,11.4,25.6,16.8,38.55,15.4
19111,11.45,27.1,17.45,37.55,17.75
19113,10.45,22.2,16.7,35.5,13.7
19115,11.45,28.05,16.55,40.1,15.85
19117,12.25,28.0,17.95,39.8,18.65
19119,10.8,26.75,17.75,42.4,16.3
19121,9.5,22.2,16.45,36.9,14.15
19123,10.7,27.75,17.55,38.8,16.7
19125,9.6,22.0,16.35,39.7,13.65
19127,11.75,27.9,16.3,44.25,15.35
19129,10.05,22.2,16.05,39.0,13.85
19131,10.75,25.35,16.65,40.25,15.65
19133,11.5,27.15,17.6,42.45,16.75
19135,10.4,24.6,16.95,38.15,15.7
19137,11.4,27.3,17.45,39.6,16.85
19139,11.3,28.7,17.4,41.4,16.05
19141,11.2,27.05,17.5,39.05,16.8
19143,12.3,28.95,17.25,39.8,17.55
19145,12.1,28.25,17.35,42.85,18.3
19147,10.75,24.85,16.75,40.3,15.5
19149,10.1,23.85,16.2,39.4,14.7
19151,11.55,27.05,16.95,36.45,16.3
19153,9.85,23.6,17.3,36.95,13.3
19155,10.7,26.8,17.65,39.15,17.2
19157,10.45,25.25,17.15,41.35,15.45
19159,10.65,24.75,16.5,42.85,15.15
19161,10.85,25.2,16.7,41.45,15.45
19163,10.2,23.65,16.7,40.6,14.15
19165,10.9,25.55,16.6,37.95,15.55
19167,9.35,23.15,16.15,33.75,13.45
19169,8.95,21.15,16.6,32.9,12.45
19171,12.15,28.7,17.5,40.3,17.6
19173,11.45,27.4,16.95,39.85,16.65
19175,10.95,26.35,17.3,37.4,16.15
19177,12.2,28.45,18.0,39.5,18.85
19179,12.5,30.15,17.75,41.8,18.15
19181,9.05,21.4,15.85,38.7,12.7
19183,10.8,25.4,16.7,38.7,15.35
19185,11.55,28.15,17.8,40.9,17.7
19187,10.95,27.1,17.45,41.7,16.55
19189,10.45,24.1,16.6,38.85,14.85
19191,9.6,22.15,15.95,35.4,13.05
19193,11.55,28.65,17.8,39.3,16.3
19195,10.9,25.0,16.6,40.45,15.7
19197,12.4,27.9,16.55,41.0,16.4
20001,11.3,28.5,17.85,37.7,16.95
20003,11.65,28.95,18.05,40.2,18.45
20005,10.6,27.55,18.15,37.9,16.15
20007,11.9,28.3,17.0,38.6,16.75
20009,12.1,29.45,16.95,39.0,16.6
20011,11.55,30.2,17.8,37.0,17.35
20013,11.9,28.25,17.75,39.6,17.95
20015,10.0,22.85,17.0,38.9,14.45
20017,12.35,28.7,16.85,38.5,16.85
20019,13.25,31.95,18.4,40.65,19.6
20021,12.0,29.7,18.45,43.75,19.1
20023,12.95,32.15,17.5,38.25,18.15
20025,10.8,26.05,16.05,37.0,14.2
20027,11.25,27.0,16.95,39.7,16.9
20029,11.15,28.2,17.65,41.75,16.35
20031,11.2,26.5,17.1,36.9,16.5
20033,11.5,27.8,16.9,39.5,15.6
20035,11.85,27.9,17.75,41.2,16.05
20037,11.0,27.7,18.4,37.8,17.25
20039,11.4,26.2,15.8,36.95,14.6
20041,10.6,27.35,16.95,39.45,15.15
20043,10.45,26.3,17.25,37.75,15.65
20045,8.8,19.4,16.8,31.8,12.45
20047,12.7,31.3,16.85,40.05,16.9
20049,13.4,33.45,17.8,40.5,18.85
20051,9.75,23.95,17.15,37.7,14.0
20053,10.65,26.65,15.85,39.5,15.15
20055,13.0,33.1,17.0,37.5,15.5
20057,13.0,34.1,16.6,39.35,15.65
20059,10.55,26.75,17.35,40.3,16.3
20061,10.75,30.75,18.85,35.3,17.0
20063,10.75,27.1,16.6,37.55,15.6
20065,12.25,28.45,16.5,37.0,15.85
20067,11.2,29.05,14.9,35.55,12.75
20069,10.5,28.8,17.35,39.7,15.85
20071,10.5,25.75,15.4,36.85,13.45
20073,12.3,28.5,17.55,40.7,17.75
20075,11.2,29.8,15.8,40.1,14.4
20077,13.1,31.95,18.0,42.0,19.55
20079,11.1,27.45,16.35,36.85,14.15
20081,12.35,32.5,17.2,42.1,16.55
20083,10.15,24.35,15.5,36.45,13.45
20085,11.0,26.35,17.15,37.75,16.05
20087,10.0,24.4,16.25,34.55,14.65
20089,13.25,30.75,17.15,39.45,18.0
20091,8.85,19.0,13.45,31.05,9.7
20093,12.05,31.65,16.85,37.75,15.9
20095,10.8,27.1,17.25,39.55,16.4
20097,10.55,25.75,16.45,39.6,14.5
20099,12.05,31.25,17.95,41.35,18.15
20101,11.35,27.25,16.55,36.8,14.75
20103,10.2,22.85,16.05,39.65,13.6
20105,12.2,28.55,17.15,40.35,16.7
20107,10.85,26.65,17.1,37.05,16.3
20109,11.25,28.5,17.0,39.95,16.15
20111,11.35,29.45,17.65,38.85,15.55
20113,9.65,25.9,16.4,37.5,14.1
20115,10.85,27.0,16.7,39.2,15.6
20117,11.4,27.95,17.6,37.45,17.65
20119,11.4,29.9,16.85,36.9,16.0
20121,9.8,23.25,16.25,34.85,13.85
20123,11.3,27.4,17.2,39.15,16.0
20125,12.45,28.6,18.35,39.1,18.25
20127,11.55,28.55,16.55,36.8,15.6
20129,12.55,31.75,17.0,38.15,16.9
20131,10.2,25.3,16.55,39.0,15.1
20133,11.85,27.85,17.8,39.7,17.0
20135,11.55,28.6,16.3,35.65,15.55
20137,11.75,29.35,17.1,42.8,17.6
20139,11.05,27.3,17.25,41.65,16.55
20141,12.0,28.4,16.85,39.0,16.15
20143,10.8,26.0,16.7,38.3,15.85
20145,11.35,27.9,16.15,38.1,16.65
20147,11.75,28.6,17.0,40.7,16.7
20149,9.1,23.45,16.1,35.8,13.65
20151,11.0,27.8,16.8,37.05,15.4
20153,12.55,29.3,17.3,42.15,17.25
20155,12.05,29.15,17.0,44.25,17.25
20157,12.3,29.1,17.05,41.4,16.8
20159,10.95,27.95,16.7,40.05,14.95
20161,8.8,23.6,17.85,28.65,13.4
20163,10.75,27.35,16.45,40.6,15.3
20165,11.95,29.3,16.9,38.75,16.65
20167,12.05,29.65,17.8,41.65,17.6
20169,11.1,28.15,17.0,41.3,15.35
20171,10.45,25.8,15.6,38.35,13.55
20173,11.45,26.05,17.25,38.75,15.3
20175,13.5,37.8,16.8,43.05,15.2
20177,11.4,25.15,16.2,38.4,15.45
20179,10.35,25.25,16.25,34.4,14.2
20181,11.2,29.55,16.95,38.75,15.65
20183,11.25,28.0,16.1,39.3,15.3
20185,11.6,28.4,16.6,41.25,15.65
20187,13.6,34.75,16.6,39.85,16.55
20189,13.85,36.1,17.8,41.5,18.35
20191,11.15,26.55,17.2,39.85,17.0
20193,9.6,24.65,16.8,35.75,13.3
20195,10.5,25.35,15.7,40.4,14.1
20197,10.2,24.8,16.35,35.2,14.5
20199,11.95,28.6,16.8,36.95,16.05
20201,10.4,27.25,16.3,34.2,15.3
20203,12.95,32.95,16.5,41.95,16.25
20205,12.1,29.05,17.7,39.85,18.05
20207,11.7,27.95,17.05,39.55,16.9
20209,14.2,34.65,17.25,40.7,17.65
22001,15.4,35.55,22.2,41.75,22.05
22003,14.8,34.65,20.95,44.05,21.65
22005,11.7,25.9,18.95,35.25,15.25
22007,15.05,34.3,20.7,38.35,20.7
22009,16.45,37.25,22.45,43.1,23.45
22011,12.6,29.25,20.45,40.6,18.6
22013,19.8,41.2,22.05,47.55,24.15
22015,12.65,29.6,18.85,40.9,16.2
22017,15.85,32.5,20.1,42.25,18.4
22019,13.35,32.45,19.4,42.95,17.2
22021,15.45,35.0,22.05,38.7,23.3
22023,11.95,27.25,19.55,36.35,17.2
22025,16.35,36.3,21.3,41.7,22.75
22027,20.8,42.55,22.05,48.7,26.15
22029,18.3,38.4,22.05,45.75,23.2
22031,16.2,33.55,21.1,44.3,20.85
22033,13.75,24.75,18.85,35.95,14.5
22035,21.65,44.2,23.35,51.45,28.75
22037,14.65,32.9,19.3,42.05,18.35
22039,15.9,36.2,21.75,44.8,22.3
22041,16.75,36.85,21.95,42.1,23.05
22043,13.2,31.0,20.45,39.75,20.1
22045,15.9,34.7,21.1,42.45,20.55
22047,15.45,33.75,20.3,42.95,19.0
22049,16.05,36.05,20.7,45.0,20.95
22051,14.9,29.65,18.35,41.55,14.95
22053,13.7,32.8,21.15,42.6,20.0
22055,12.45,24.15,18.45,34.4,15.95
22057,13.7,32.2,20.95,47.2,19.25
22059,12.75,30.1,20.0,38.75,18.85
22061,14.3,31.6,21.3,44.45,17.4
22063,12.2,27.1,19.85,38.75,17.05
22065,21.1,43.15,23.15,50.0,25.85
22067,18.55,37.9,21.8,44.85,23.25
22069,15.15,32.25,21.15,41.25,18.75
22071,15.3,26.45,18.8,34.3,15.1
22073,14.65,32.6,20.2,44.0,18.05
22075,13.1,29.15,19.1,38.55,16.7
22077,15.2,33.1,20.2,39.95,18.85
22079,14.5,30.85,20.5,40.7,18.9
22081,17.95,38.95,21.9,43.9,23.45
22083,16.35,35.35,21.5,43.1,21.65
22085,16.1,35.3,21.6,44.8,21.5
22087,14.8,33.4,21.0,42.5,19.95
22089,12.25,27.2,18.6,37.45,15.0
22091,18.0,38.25,21.4,42.8,22.1
22093,14.95,31.55,19.25,43.7,16.65
22095,16.05,31.3,19.45,41.65,16.7
22097,16.95,35.75,21.9,40.45,22.2
22099,14.3,32.65,21.05,45.15,19.7
22101,16.4,35.7,21.3,44.95,21.5
22103,12.1,25.4,18.7,37.25,14.55
22105,14.05,30.2,21.05,43.05,18.75
22107,21.6,41.45,21.45,48.8,23.65
22109,14.2,32.65,20.6,41.15,18.8
22111,16.35,34.75,20.85,37.1,21.2
22113,13.9,31.55,20.9,42.7,20.25
22115,12.55,31.75,20.45,38.95,18.75
22117,16.35,36.95,21.15,45.55,21.95
22119,17.6,38.0,21.9,44.65,23.1
22121,13.3,27.8,19.2,41.45,16.15
22123,14.7,32.6,20.65,40.2,20.4
22125,13.7,27.9,17.4,40.0,16.55
22127,15.9,34.9,20.5,45.95,20.85
23001,11.2,26.35,20.35,35.95,16.6
23003,12.75,30.6,19.7,40.0,18.25
23005,8.15,16.6,17.3,26.7,11.0
23007,10.05,24.45,20.0,34.9,16.1
23009,9.65,19.65,17.7,29.4,13.6
23011,10.6,23.95,19.15,32.5,15.6
23013,9.6,20.55,16.55,28.8,13.95
23015,9.95,20.1,17.6,30.95,13.1
23017,11.9,24.35,19.0,34.8,17.9
23019,10.5,25.6,20.1,38.15,15.9
23021,11.7,26.7,19.35,34.45,18.3
23023,9.4,21.2,17.35,29.55,14.1
23025,12.15,27.0,20.9,36.95,19.85
23027,10.15,22.6,19.35,34.2,15.65
23029,12.8,31.15,20.6,39.85,18.75
23031,9.2,20.5,17.8,33.0,13.55
24001,12.3,31.35,19.55,37.0,18.25
24003,9.75,20.15,14.95,34.35,10.55
24005,12.2,25.8,16.6,34.1,11.25
24009,10.0,19.3,15.4,36.1,11.05
24011,13.0,27.95,18.75,41.5,17.4
24013,9.4,22.6,15.5,37.55,10.95
24015,12.1,27.25,17.95,41.05,15.35
24017,12.6,22.95,16.3,41.6,11.4
24019,14.7,28.8,18.05,41.85,16.35
24021,10.0,19.8,15.4,34.5,9.15
24023,12.25,25.9,17.5,36.25,14.5
24025,10.65,20.15,15.95,35.6,10.9
24027,9.75,16.1,12.7,29.8,7.35
24029,12.0,23.4,16.25,35.75,12.55
24031,10.0,18.75,12.4,26.0,7.2
24033,14.4,26.8,14.55,42.05,10.5
24035,10.2,20.1,15.75,29.3,11.8
24037,10.85,22.5,16.65,37.3,12.7
24039,13.75,31.25,18.7,39.1,17.55
24041,11.15,22.85,14.95,30.45,11.35
24043,12.35,28.95,17.45,39.0,15.2
24045,12.05,27.95,17.8,40.25,13.9
24047,11.7,24.4,15.85,33.3,12.7
24510,14.05,27.3,18.5,38.75,15.9
25001,8.9,17.75,15.35,26.55,10.95
25003,9.55,21.3,18.0,31.35,13.0
25005,9.95,24.35,19.15,32.05,15.9
25007,8.95,17.95,16.0,25.4,11.0
25009,9.5,23.65,15.8,30.0,11.45
25011,9.45,21.25,17.15,26.2,12.95
25013,11.3,29.4,19.4,35.05,15.0
25015,8.0,17.55,17.5,23.3,10.55
25017,8.1,18.1,15.05,23.8,9.2
25019,7.9,16.8,14.75,27.3,8.95
25021,8.35,16.75,15.05,23.45,9.25
25023,9.25,19.8,17.6,29.7,12.0
25025,9.7,24.25,17.0,24.7,11.35
25027,9.7,23.45,17.65,32.55,12.4
26001,12.95,26.7,17.85,39.05,16.45
26003,11.6,24.75,17.9,36.35,16.35
26005,10.5,24.25,17.85,35.45,14.9
26007,12.35,27.3,19.35,41.3,18.1
26009,10.8,22.05,16.95,36.4,13.75
26011,12.5,26.95,19.25,38.5,18.1
26013,13.05,27.75,19.4,40.5,19.0
26015,10.05,23.35,17.95,36.8,15.0
26017,11.25,25.45,18.5,37.95,15.95
26019,10.85,22.4,17.25,35.4,13.8
26021,12.1,26.4,18.1,38.85,15.25
26023,12.1,27.5,19.35,35.95,18.15
26025,12.25,27.2,19.1,42.5,16.85
26027,11.55,25.85,18.75,36.15,16.55
26029,10.45,21.3,16.8,35.0,13.4
26031,12.4,25.4,18.5,41.05,17.1
26033,11.95,26.15,19.75,36.0,18.1
26035,13.25,29.1,20.35,40.3,19.75
26037,9.6,21.2,17.25,35.1,12.95
26039,12.65,27.45,19.05,37.3,17.9
26041,11.9,25.55,18.95,39.95,16.8
26043,10.95,24.6,18.2,38.1,15.4
26045,10.35,23.35,18.1,38.85,13.45
26047,10.0,20.45,16.9,32.7,13.05
26049,12.1,27.45,20.0,40.6,17.2
26051,12.7,27.75,19.35,40.45,18.5
26053,12.85,26.85,18.6,37.05,17.05
26055,9.55,21.75,17.1,35.3,13.0
26057,11.05,26.05,19.15,37.1,17.0
26059,12.05,27.4,19.75,37.7,18.2
26061,9.9,22.1,18.65,35.3,14.4
26063,12.2,27.4,18.6,38.7,17.05
26065,10.4,22.45,18.2,35.55,13.8
26067,10.5,24.6,19.0,40.15,16.35
26069,13.3,29.0,19.0,38.8,18.7
26071,12.75,26.85,18.35,39.1,17.15
26073,11.05,26.4,21.25,41.3,17.2
26075,11.45,26.8,19.15,39.25,15.6
26077,9.55,22.9,18.7,38.15,13.45
26079,11.9,26.25,19.55,38.45,17.9
26081,9.95,21.5,17.2,34.85,13.1
26083,10.95,21.15,15.95,34.0,12.15
26085,14.85,32.8,19.6,40.4,21.1
26087,10.6,24.7,18.35,35.25,16.15
26089,10.05,19.2,15.05,31.8,11.0
26091,11.2,25.7,19.0,40.7,15.75
26093,8.65,20.2,16.25,32.1,11.95
26095,12.85,26.9,18.5,41.1,18.35
26097,13.95,27.85,18.9,41.25,18.15
26099,10.5,25.75,17.95,37.4,15.3
26101,11.8,27.25,18.25,36.8,16.1
26103,10.0,21.2,18.45,37.2,14.2
26105,11.95,24.3,18.3,40.45,16.0
26107,11.4,26.8,19.55,37.7,17.4
26109,11.9,26.35,18.65,38.9,17.05
26111,9.75,20.9,17.0,31.75,13.35
26113,11.75,27.2,19.25,39.25,17.55
26115,11.05,24.15,18.6,40.45,15.3
26117,11.5,26.35,19.45,42.35,18.4
26119,13.5,28.0,18.9,38.45,18.75
26121,11.7,27.35,19.1,44.25,17.2
26123,11.75,26.95,19.1,37.65,18.15
26125,9.35,18.65,15.3,31.1,10.85
26127,12.15,27.4,18.5,40.65,16.9
26129,13.0,28.1,19.35,39.3,18.65
26131,13.3,26.8,18.0,37.1,17.0
26133,12.05,27.95,19.7,39.5,18.35
26135,13.85,29.8,19.6,38.3,19.8
26137,10.85,24.8,18.5,38.0,15.3
26139,8.95,20.0,17.05,32.75,11.75
26141,12.85,26.75,18.25,41.0,16.9
26143,12.85,26.65,18.1,39.1,16.95
26145,12.85,29.9,19.25,36.85,16.6
26147,10.85,25.0,19.2,36.35,16.45
26149,11.65,25.55,19.25,38.3,17.6
26151,12.05,29.15,19.3,39.95,18.2
26153,13.3,28.0,19.1,40.2,18.55
26155,11.2,25.3,19.45,38.65,16.45
26157,11.65,26.5,19.2,41.55,17.5
26159,12.15,27.3,19.0,39.3,16.5
26161,8.65,16.3,15.8,28.25,10.3
26163,13.4,29.25,20.15,37.35,17.05
26165,11.65,25.55,19.3,38.9,17.6
27001,12.45,26.9,15.9,33.3,17.05
27003,9.95,24.25,15.9,36.0,13.55
27005,10.35,23.65,16.55,37.3,15.7
27007,10.75,26.1,18.0,39.15,18.15
27009,9.75,23.55,17.05,41.35,15.95
27011,11.25,26.2,15.95,37.9,16.05
27013,9.7,23.55,17.4,35.3,14.55
27015,10.25,23.95,16.2,35.85,15.05
27017,10.7,24.95,16.45,38.65,16.2
