fips,diabetes,inactivity,mental_health,obesity,smoking
27019,7.9,18.65,13.9,31.65,11.15
27021,12.1,26.8,16.65,36.9,17.35
27023,11.45,27.95,16.7,40.6,16.65
27025,9.45,22.35,15.75,36.2,14.75
27027,9.3,21.9,16.45,33.5,14.15
27029,11.4,27.6,17.65,34.6,19.1
27031,10.85,22.7,14.55,35.25,13.25
27033,11.65,28.7,16.15,39.5,16.25
27035,10.25,23.45,15.45,37.45,15.1
27037,9.05,22.15,14.45,34.35,11.3
27039,8.95,22.15,15.6,35.05,13.45
27041,9.95,22.65,15.55,35.35,14.1
27043,11.25,27.8,16.65,37.7,16.75
27045,10.4,24.45,16.35,40.6,15.8
27047,11.4,28.95,16.45,36.1,16.4
27049,9.7,24.5,16.1,35.9,14.8
27051,11.15,25.6,16.85,39.8,16.9
27053,7.75,18.7,14.7,27.1,11.1
27055,9.85,24.6,15.2,34.05,14.0
27057,11.3,23.15,15.4,35.35,14.5
27059,9.65,24.2,16.55,32.6,16.15
27061,11.8,24.25,16.2,36.05,16.35
27063,10.3,24.15,15.6,35.95,14.45
27065,11.3,27.0,17.15,37.45,18.0
27067,11.15,24.75,15.55,40.8,14.65
27069,10.65,24.5,15.65,34.2,14.75
27071,11.35,26.45,16.15,37.05,16.35
27073,10.45,24.45,15.4,34.4,14.6
27075,10.6,24.15,15.75,35.35,15.35
27077,10.9,24.55,15.6,35.9,15.45
27079,9.8,21.75,15.5,35.15,14.35
27081,10.45,24.95,15.9,36.75,15.35
27083,10.25,24.45,16.0,38.15,14.95
27085,10.3,25.0,16.0,42.1,15.15
27087,15.4,33.85,20.65,44.1,25.1
27089,10.6,24.6,16.05,39.1,15.6
27091,11.35,27.5,16.1,36.45,16.0
27093,10.8,25.2,16.3,37.1,15.85
27095,10.85,27.45,17.0,38.25,17.55
27097,10.65,25.45,16.2,37.15,16.55
27099,10.95,28.05,16.35,38.1,16.05
27101,10.85,25.65,15.9,36.5,15.05
27103,9.3,22.95,16.2,33.75,14.2
27105,12.6,33.2,16.2,38.9,16.9
27107,11.05,25.75,16.4,35.7,16.15
27109,8.95,20.95,14.15,36.45,11.3
27111,10.4,24.7,15.9,34.35,15.6
27113,10.25,24.15,16.9,40.35,15.7
27115,11.6,26.75,17.45,39.35,18.15
27117,11.35,27.0,16.6,38.7,16.85
27119,10.25,25.25,16.25,39.55,15.55
27121,10.55,23.9,15.85,38.9,14.9
27123,10.15,20.15,16.1,32.2,12.65
27125,10.55,25.55,16.3,38.7,15.8
27127,11.4,25.25,16.8,36.7,16.7
27129,11.65,27.15,16.3,38.95,16.85
27131,9.75,25.45,16.0,38.1,14.4
27133,10.3,25.35,16.35,36.8,15.7
27135,10.5,24.25,16.25,35.8,15.75
27137,10.3,23.05,17.05,35.7,15.75
27139,8.95,22.4,14.55,31.75,12.05
27141,8.65,23.05,16.15,38.7,14.05
27143,10.35,26.6,16.3,38.8,15.85
27145,9.75,23.05,16.8,36.7,14.55
27147,9.95,23.65,15.75,37.5,14.4
27149,9.65,24.9,16.5,38.1,13.95
27151,11.65,27.0,16.45,38.75,17.1
27153,11.6,27.8,16.75,39.45,18.2
27155,11.45,26.6,16.2,39.0,16.35
27157,10.05,22.75,15.55,37.5,14.15
27159,11.4,28.35,17.6,38.45,17.5
27161,10.45,25.85,16.8,39.15,15.55
27163,9.5,18.65,13.7,32.3,10.9
27165,11.65,28.7,15.75,37.1,15.2
27167,10.95,25.5,16.7,38.45,16.7
27169,9.45,22.6,16.75,35.05,13.95
27171,8.7,20.05,15.5,35.1,12.65
27173,11.05,26.0,16.6,38.85,16.3
28001,18.7,40.7,18.2,41.35,20.45
28003,13.7,34.4,18.2,40.0,19.55
28005,17.85,39.95,18.6,45.2,20.95
28007,15.4,36.4,18.3,42.8,18.5
28009,15.7,35.75,18.3,42.35,19.55
28011,19.2,41.8,19.1,46.65,20.1
28013,16.4,36.6,18.9,41.2,20.45
28015,16.45,37.55,17.8,40.2,19.85
28017,17.05,38.2,18.75,43.55,20.25
28019,14.9,34.0,17.15,40.35,17.6
28021,20.0,41.8,19.6,49.15,19.9
28023,15.9,34.6,18.35,38.75,19.4
28025,17.55,38.05,18.5,47.75,19.4
28027,20.65,42.45,19.65,46.75,21.55
28029,16.75,36.7,18.15,42.1,18.2
28031,14.45,34.45,18.05,40.4,18.1
28033,11.9,27.7,16.6,37.1,13.85
28035,13.3,30.2,18.25,36.7,15.9
28037,16.55,37.15,18.5,40.5,20.35
28039,12.4,31.35,18.25,37.05,18.2
28041,13.55,33.4,18.0,41.9,19.35
28043,16.15,36.2,18.2,46.1,18.75
28045,12.55,30.1,17.0,37.15,15.85
28047,13.2,34.55,17.75,36.55,16.4
28049,16.15,34.45,17.55,44.3,16.2
28051,22.15,44.7,19.95,51.1,22.95
28053,22.65,47.05,20.0,52.7,23.65
28055,17.1,41.55,19.1,46.3,22.8
28057,11.5,31.45,18.0,36.6,16.6
28059,13.9,29.95,17.05,40.6,15.45
28061,17.1,39.15,18.2,45.05,19.05
28063,21.7,44.15,19.05,51.6,21.8
28065,19.3,40.2,18.55,45.6,20.5
28067,14.8,35.65,17.55,41.75,17.9
28069,17.1,37.25,18.05,44.65,18.4
28071,11.35,27.35,16.95,35.7,13.75
28073,11.8,29.05,16.5,38.6,14.8
28075,15.4,35.0,18.1,42.2,18.75
28077,17.0,39.9,19.35,46.2,21.9
28079,15.75,37.45,18.5,42.8,19.45
28081,13.1,31.65,16.95,36.35,15.45
28083,19.95,41.35,19.15,43.65,21.25
28085,14.4,34.15,18.0,40.3,18.05
28087,14.55,32.75,17.3,37.7,16.2
28089,11.6,25.95,15.0,36.15,11.95
28091,15.8,36.5,18.75,43.55,20.65
28093,17.1,37.55,18.9,42.0,20.55
28095,15.1,37.35,18.6,42.9,19.0
28097,17.45,38.9,18.55,43.65,19.85
28099,15.5,37.35,19.7,43.25,21.35
28101,14.7,33.85,18.75,41.2,18.9
28103,19.6,41.35,19.35,46.45,21.6
28105,12.4,29.15,17.8,37.05,14.0
28107,17.0,39.05,19.1,46.35,20.6
28109,13.1,32.2,17.9,38.05,17.85
28111,14.8,35.5,18.75,43.65,19.75
28113,17.6,38.2,19.2,46.25,20.65
28115,13.0,33.85,18.25,38.85,17.8
28117,13.1,33.6,18.4,40.9,18.0
28119,21.15,44.45,20.05,51.15,23.45
28121,11.4,26.75,15.85,36.5,13.1
28123,17.05,40.35,19.2,43.3,20.65
28125,22.4,45.45,19.5,50.4,23.15
28127,14.7,34.3,18.2,40.15,18.3
28129,15.2,36.55,18.8,43.7,20.2
28131,13.05,32.8,17.95,41.15,17.4
28133,18.8,41.65,19.05,48.75,21.65
28135,17.95,40.25,18.45,45.0,20.95
28137,13.35,32.45,17.7,36.25,16.7
28139,14.2,35.35,18.75,43.4,18.95
28141,13.45,34.15,18.35,39.45,19.25
28143,20.65,44.95,20.5,50.9,23.55
28145,13.2,32.95,18.35,41.55,18.65
28147,16.1,36.75,18.55,43.15,19.55
28149,14.85,32.2,16.85,43.8,16.25
28151,19.3,40.1,18.95,44.2,20.95
28153,16.4,37.3,18.95,44.3,20.4
28155,12.5,31.4,17.3,36.4,17.0
28157,19.1,41.05,18.4,47.55,20.9
28159,17.6,36.95,18.55,41.85,20.15
28161,17.0,38.75,18.75,40.1,21.0
28163,18.2,42.45,19.5,50.35,23.45
29001,10.45,28.95,19.35,36.8,15.95
29003,10.4,26.4,17.35,35.9,15.5
29005,12.9,32.5,18.2,41.6,18.4
29007,12.85,34.0,20.1,39.95,20.4
29009,13.3,35.5,19.1,37.75,20.45
29011,13.6,34.8,20.0,40.75,21.9
29013,12.45,33.1,19.75,41.1,20.75
29015,13.85,32.7,18.15,38.9,19.85
29017,12.45,33.55,19.45,39.1,20.75
29019,9.8,24.35,17.05,30.7,12.85
29021,12.2,32.2,18.9,43.0,18.85
29023,13.95,36.9,20.95,41.2,22.4
29025,11.65,31.65,18.8,38.9,18.75
29027,11.05,28.5,18.2,37.0,16.95
29029,12.3,30.1,17.15,35.55,16.8
29031,10.7,28.2,18.25,35.3,15.5
29033,12.25,32.5,18.75,38.7,18.7
29035,13.95,35.9,20.45,39.9,22.85
29037,10.5,25.65,17.3,37.9,15.0
29039,13.65,34.0,19.5,39.95,20.85
29041,12.2,30.7,18.4,38.55,18.35
29043,9.9,25.9,17.3,36.1,14.8
29045,13.1,34.2,19.65,41.55,21.25
29047,10.25,24.2,16.75,37.25,14.15
29049,10.8,29.4,18.1,39.3,17.05
29051,10.2,26.85,16.9,36.65,14.05
29053,11.1,29.95,18.0,37.6,16.9
29055,12.55,32.7,19.5,41.8,20.55
29057,13.9,33.75,19.4,40.6,21.2
29059,13.3,34.0,19.75,39.4,21.6
29061,12.6,32.75,19.2,38.55,20.15
29063,11.3,29.25,18.05,39.05,17.75
29065,12.85,32.85,19.0,39.4,20.15
29067,13.3,33.4,19.25,37.95,20.45
29069,14.55,41.5,20.85,46.3,23.1
29071,10.95,28.55,17.85,39.45,16.5
29073,11.75,29.25,18.4,39.25,17.9
29075,11.9,32.25,19.0,41.05,19.4
29077,10.6,25.95,18.35,37.25,15.9
29079,12.75,33.7,19.3,39.3,19.95
29081,13.0,33.55,19.4,39.5,20.2
29083,12.7,32.65,19.25,38.55,20.0
29085,16.3,38.8,20.0,43.05,23.9
29087,12.2,31.85,18.1,36.8,18.15
29089,11.05,28.75,18.2,35.4,16.35
29091,13.45,33.5,20.15,36.8,21.85
29093,13.25,34.15,19.6,42.2,20.75
29095,11.55,30.55,19.2,37.2,15.9
29097,12.15,32.1,19.55,40.1,18.75
29099,10.3,27.15,17.9,40.0,16.4
29101,9.95,26.6,19.25,36.4,16.05
29103,13.35,34.1,19.85,39.65,21.7
29105,12.75,33.8,19.9,38.4,21.25
29107,10.65,28.05,18.2,36.9,16.65
29109,12.6,34.6,19.65,40.1,20.6
29111,11.8,32.2,19.65,37.4,19.7
29113,10.5,28.45,18.65,39.65,17.55
29115,12.0,31.9,18.85,35.8,19.15
29117,11.55,31.45,19.65,39.5,18.9
29119,14.65,37.95,20.8,42.85,23.3
29121,11.4,30.35,18.2,34.5,17.25
29123,11.9,31.3,18.9,37.6,19.45
29125,11.95,31.9,18.95,38.05,19.0
29127,11.7,30.7,18.6,39.7,17.55
29129,13.7,34.45,19.2,41.25,20.4
29131,11.9,30.55,18.95,37.4,18.8
29133,15.4,40.6,20.55,47.65,23.9
29135,11.05,30.1,18.6,39.15,18.1
29137,13.0,32.5,18.85,37.9,19.75
29139,12.4,32.65,19.15,37.2,19.7
29141,13.7,35.5,19.55,38.2,21.5
29143,14.4,37.95,20.25,43.1,21.6
29145,12.25,30.65,18.8,38.85,18.15
29147,10.5,28.05,19.0,37.8,16.1
29149,14.5,35.7,20.4,41.15,23.2
29151,10.2,27.15,17.75,35.6,16.2
29153,15.4,37.35,20.2,42.4,23.55
29155,16.4,41.3,21.25,44.9,25.05
29157,11.2,30.05,18.15,36.0,17.75
29159,11.7,31.5,18.65,36.2,18.05
29161,11.3,29.1,18.45,35.4,17.15
29163,12.4,32.7,19.15,38.3,20.5
29165,9.4,22.45,15.75,36.85,12.1
29167,12.1,32.65,19.55,39.1,19.45
29169,9.75,27.85,18.5,37.1,15.9
29171,11.9,30.3,18.2,35.05,17.45
29173,12.25,31.25,18.6,39.9,19.1
29175,11.85,31.3,19.3,37.65,19.55
29177,11.95,32.25,18.85,39.45,18.8
29179,13.85,35.25,19.65,41.1,22.1
29181,14.05,36.4,20.85,41.2,23.2
29183,9.55,22.7,15.6,35.6,12.2
29185,14.0,35.3,19.3,37.65,21.35
29186,11.15,29.2,18.0,37.15,17.3
29187,12.15,33.9,19.7,40.3,20.8
29189,10.55,24.8,16.5,31.4,13.4
29195,11.8,31.65,18.35,38.45,16.9
29197,11.0,30.25,18.6,38.9,17.6
29199,11.6,32.4,19.35,37.4,19.6
29201,12.25,35.5,18.9,38.15,19.4
29203,13.2,33.25,19.3,36.9,20.95
29205,13.2,33.8,19.5,40.45,20.95
29207,12.75,34.2,19.85,37.6,21.9
29209,12.95,31.05,17.65,41.1,17.8
29211,13.5,34.4,18.6,40.25,19.0
29213,11.95,30.2,18.35,36.05,17.35
29215,14.25,35.5,20.0,42.15,22.0
29217,12.9,33.45,19.9,37.95,20.95
29219,11.15,30.35,18.5,38.85,17.2
29221,13.5,34.55,20.5,41.6,22.9
29223,15.0,37.55,20.55,41.4,24.3
29225,11.4,30.6,19.4,41.6,19.45
29227,13.35,33.5,18.85,40.45,19.8
29229,14.0,37.25,20.7,42.15,23.25
29510,13.0,26.95,18.3,37.0,16.55
30001,9.45,20.45,17.65,28.8,13.65
30003,14.45,28.15,22.55,35.65,25.0
30005,13.3,27.1,20.45,41.35,21.2
30007,9.1,20.7,17.35,30.5,14.0
30009,10.0,21.05,16.65,32.8,13.6
30011,10.4,23.4,17.9,33.05,15.45
30013,9.6,23.0,19.4,35.6,14.75
30015,10.85,23.5,18.95,35.7,17.0
30017,9.5,22.9,17.65,32.65,14.65
30019,9.7,21.45,17.2,33.75,13.75
30021,9.15,21.8,17.6,32.9,13.8
30023,11.2,24.15,18.45,32.3,17.25
30025,9.25,22.65,18.4,31.4,14.5
30027,9.9,22.75,17.55,31.2,14.85
30029,8.35,18.7,16.5,31.0,12.85
30031,6.95,14.2,16.5,23.5,10.05
30033,10.0,23.4,18.2,30.65,15.15
30035,15.0,32.1,23.45,39.8,26.7
30037,12.1,26.15,18.35,32.65,16.75
30039,10.35,22.8,17.15,30.5,14.7
30041,11.5,25.05,20.6,38.75,18.55
30043,8.95,20.45,16.45,32.45,12.7
30045,10.95,23.65,17.6,31.6,15.3
30047,10.75,22.8,18.65,33.1,15.85
30049,8.4,17.8,17.35,30.9,12.1
30051,11.5,26.65,19.5,34.25,18.15
30053,11.7,25.5,18.65,37.7,17.05
30055,9.4,21.3,16.95,32.65,13.2
30057,8.95,18.35,16.35,28.65,12.45
30059,10.4,22.2,16.7,32.45,13.8
30061,10.8,23.65,17.5,35.9,15.3
30063,8.1,16.5,17.7,26.55,11.8
30065,10.85,25.5,17.85,35.45,15.65
30067,9.2,21.3,16.85,30.2,13.6
30069,10.3,22.2,16.6,32.9,14.25
30071,10.4,23.75,18.35,38.9,15.45
30073,12.05,28.1,19.9,37.35,19.5
30075,9.95,20.95,16.9,30.5,13.7
30077,10.25,24.4,17.65,35.7,17.0
30079,13.2,28.7,18.45,33.75,18.35
30081,8.85,19.35,16.55,31.8,12.95
30083,8.45,22.8,17.25,37.75,13.8
30085,13.8,29.45,22.6,41.15,23.55
30087,12.55,26.9,20.9,39.65,20.6
30089,11.35,24.65,18.1,34.85,17.05
30091,9.95,22.65,17.6,35.45,14.95
30093,9.45,21.65,19.05,32.55,14.45
30095,9.25,20.0,16.6,30.05,13.05
30097,9.3,20.8,17.0,29.55,13.45
30099,9.65,22.95,18.1,31.1,14.5
30101,10.9,26.3,19.2,35.5,19.35
30103,10.4,22.15,16.6,33.65,13.75
30105,10.1,23.45,18.25,32.95,14.6
30107,11.3,25.7,19.0,32.15,17.45
30109,10.1,23.0,17.95,32.8,14.85
30111,8.85,20.4,18.1,34.0,14.05
31001,10.85,26.35,14.5,41.55,13.95
31003,11.25,27.25,14.45,42.7,14.9
31005,10.7,25.55,14.55,42.05,14.1
31007,11.05,25.9,13.55,38.3,12.9
31009,11.35,27.75,14.8,39.05,15.3
31011,11.05,28.1,14.2,33.25,15.15
31013,11.7,29.55,14.85,38.9,15.05
31015,12.4,28.7,14.3,38.3,15.5
31017,11.55,28.0,14.75,40.6,15.2
31019,9.35,23.7,14.8,38.1,12.75
31021,11.4,27.9,14.75,40.45,15.6
31023,10.05,26.45,14.25,38.6,14.3
31025,9.7,24.5,14.0,39.9,13.0
31027,9.85,24.35,13.9,40.35,12.85
31029,11.2,28.85,14.0,37.1,14.25
31031,11.6,27.35,14.9,40.85,15.65
31033,11.4,28.9,14.95,34.75,15.35
31035,10.55,26.75,14.4,40.1,15.05
31037,12.55,32.05,13.75,38.9,14.45
31039,10.8,27.45,14.3,40.8,13.85
31041,10.75,27.15,14.45,40.1,14.4
31043,12.35,32.8,14.45,44.45,14.8
31045,10.1,25.6,15.0,36.9,13.35
31047,12.7,32.4,14.05,41.25,15.15
31049,11.95,27.85,14.35,39.8,14.8
31051,11.65,30.25,14.3,43.45,15.65
31053,10.95,27.8,14.2,40.0,15.3
31055,9.55,22.0,14.7,36.9,13.45
31057,12.05,28.1,14.4,37.2,14.75
31059,10.75,27.4,14.05,42.05,14.2
31061,12.15,29.15,15.2,39.45,16.4
31063,10.45,25.7,14.45,38.05,13.7
31065,11.7,27.85,14.7,44.65,15.4
31067,11.15,27.6,15.2,41.8,16.0
31069,13.0,30.75,14.85,40.4,16.35
31071,10.45,25.2,13.7,39.25,13.0
31073,10.7,25.3,13.85,38.35,13.35
31075,10.45,24.7,13.95,36.55,13.55
31077,10.95,27.25,14.55,35.0,14.75
31079,11.35,30.85,14.3,41.3,14.65
31081,9.4,23.85,14.1,40.75,12.7
31083,11.0,27.85,14.35,35.45,14.35
31085,12.0,29.6,14.3,41.4,14.9
31087,11.55,28.4,14.85,41.85,15.3
31089,11.25,28.25,14.3,38.55,14.65
31091,11.35,27.5,14.7,40.0,15.1
31093,10.1,26.5,14.25,38.65,14.0
31095,11.6,28.15,14.65,37.5,14.95
31097,10.85,29.7,14.05,38.1,15.65
31099,9.65,23.95,13.5,38.35,12.6
31101,11.25,29.6,14.05,35.55,14.4
31103,11.95,28.25,14.05,37.3,14.8
31105,13.05,32.5,15.2,42.3,17.45
31107,12.2,28.55,15.25,40.1,16.6
31109,9.5,20.35,14.55,35.05,12.15
31111,11.55,28.45,15.25,40.1,15.3
31113,10.2,25.05,13.55,36.05,12.85
31115,11.2,25.55,13.55,36.55,13.15
31117,11.25,26.95,14.1,38.9,13.8
31119,11.0,27.25,14.4,40.2,14.65
31121,10.45,27.85,15.0,39.25,15.2
31123,11.85,31.05,14.8,41.75,16.2
31125,11.25,27.7,15.5,40.85,16.6
31127,10.8,29.1,15.35,41.25,15.3
31129,10.85,26.35,14.0,42.1,14.0
31131,10.65,26.45,14.35,40.7,13.55
31133,12.15,31.35,15.15,37.95,16.45
31135,10.45,25.65,14.2,40.65,14.05
31137,10.45,26.35,14.8,38.85,14.85
31139,9.75,26.0,14.45,39.05,14.0
31141,10.95,26.65,13.9,41.95,13.65
31143,10.45,27.2,14.25,40.5,13.9
31145,10.85,28.7,14.95,42.3,14.65
31147,12.1,30.1,14.8,45.45,16.15
31149,10.65,26.25,13.9,38.95,13.85
31151,11.15,28.95,14.5,40.8,14.3
31153,9.15,21.25,13.55,35.75,11.05
31155,9.45,22.8,13.6,39.1,12.85
31157,11.75,28.6,14.8,39.35,14.3
31159,8.9,23.45,14.2,35.05,13.1
31161,11.95,30.6,14.55,36.35,15.6
31163,11.7,28.35,14.75,41.65,15.6
31165,13.6,30.9,15.25,43.05,17.5
31167,10.2,26.55,14.1,39.8,13.8
31169,11.45,27.9,14.8,40.1,15.4
31171,9.8,24.65,13.6,36.9,12.4
31173,13.25,30.1,17.75,45.85,21.45
31175,11.2,27.25,14.35,42.0,14.45
31177,9.6,22.4,13.55,41.0,12.25
31179,9.85,25.75,15.4,39.15,13.15
31181,11.35,26.0,14.55,39.1,14.85
31183,11.05,25.1,13.15,38.35,13.15
31185,10.25,26.2,14.9,41.35,14.55
32001,10.75,25.8,19.45,37.85,16.25
32003,11.75,26.8,19.05,31.3,14.8
32005,10.15,20.1,16.1,27.2,12.3
32007,10.7,25.7,18.95,37.8,17.0
32009,14.9,30.6,18.55,36.35,18.6
32011,14.2,30.45,20.8,38.25,21.55
32013,10.8,26.45,18.6,36.1,15.6
32015,12.05,27.95,19.65,35.0,17.8
32017,10.3,23.15,18.1,31.65,15.3
32019,11.05,26.65,18.55,35.1,15.95
32021,15.2,33.0,20.85,38.3,21.8
32023,13.3,30.6,19.5,39.9,18.15
32027,11.2,25.85,18.1,35.5,16.9
32029,10.3,21.0,16.35,31.7,12.45
32031,9.4,21.3,17.85,28.5,12.7
32033,11.4,26.05,19.3,34.4,17.65
32510,11.0,24.25,18.3,33.1,14.55
33001,9.1,19.85,16.2,30.3,12.3
33003,8.85,19.25,15.25,30.6,10.95
33005,8.5,20.15,16.55,30.05,12.15
33007,11.2,26.85,17.25,36.25,15.4
33009,8.4,19.2,15.65,26.15,10.95
33011,8.55,21.8,15.75,32.95,10.7
33013,8.25,19.3,16.1,33.2,10.75
33015,8.1,18.1,15.1,30.95,9.9
33017,8.2,19.2,17.7,32.85,11.0
33019,9.8,23.65,16.7,33.35,13.15
34001,11.5,27.3,16.55,30.8,13.05
34003,8.85,21.15,14.1,25.5,8.4
34005,9.6,23.05,15.55,30.1,10.95
34007,10.65,25.9,16.6,29.7,13.1
34009,9.85,21.65,15.65,33.7,12.15
34011,12.8,32.4,18.05,40.4,16.55
34013,11.5,28.65,16.25,29.5,12.35
34015,9.6,23.05,16.75,31.5,12.0
34017,10.65,28.0,14.6,27.85,10.5
34019,8.1,18.65,14.05,26.15,8.85
34021,10.45,24.15,14.85,25.45,10.6
34023,10.95,25.0,14.1,29.8,10.05
34025,8.8,18.95,14.25,30.35,9.75
34027,8.2,18.65,13.5,22.7,8.45
34029,10.1,24.8,15.9,30.05,13.65
34031,11.95,30.85,16.15,31.05,12.4
34033,10.8,27.2,17.65,33.9,14.75
34035,9.3,20.3,13.05,26.05,8.15
34037,8.55,20.7,15.5,26.7,11.15
34039,10.9,25.15,15.35,29.55,11.35
34041,9.0,24.3,16.0,32.4,11.65
35001,10.9,22.85,16.1,33.1,12.1
35003,14.15,25.25,16.4,31.9,15.55
35005,13.6,30.7,17.65,40.05,15.3
35006,15.6,29.1,19.15,39.15,19.55
35007,13.45,26.35,15.7,31.8,13.6
35009,12.2,28.8,18.2,39.95,14.75
35011,13.1,26.45,16.7,32.75,14.45
35013,13.4,27.75,16.05,36.7,12.6
35015,11.15,26.55,16.9,39.8,13.35
35017,13.65,27.1,15.75,33.35,13.2
35019,15.4,32.45,15.75,37.15,14.25
35021,16.0,29.95,15.8,35.9,14.95
35023,14.5,30.0,16.75,34.6,15.0
35025,12.05,30.0,17.55,37.15,14.95
35027,12.15,24.15,15.65,30.3,12.95
35028,7.35,13.1,12.55,25.25,7.1
35029,16.35,35.15,18.25,36.3,17.45
35031,18.45,31.95,23.5,41.35,26.95
35033,15.6,29.1,13.9,33.4,10.9
35035,12.25,24.5,17.3,37.6,15.3
35037,14.95,30.4,17.2,37.9,16.2
35039,15.45,29.9,16.65,40.05,14.55
35041,11.6,27.25,18.1,33.65,14.2
35043,10.75,21.6,15.95,32.6,11.3
35045,13.65,26.15,19.9,35.15,20.3
35047,15.2,30.75,15.4,37.65,11.95
35049,10.95,20.6,14.05,25.75,10.2
35051,15.05,29.05,17.05,37.45,16.55
35053,14.45,30.4,17.85,36.85,16.15
35055,12.95,23.95,14.65,28.0,11.45
35057,14.75,29.85,18.1,34.6,17.25
35059,13.25,27.35,16.8,34.5,15.6
35061,13.5,28.5,16.6,35.5,13.6
36001,8.8,21.1,15.6,30.35,10.95
36003,10.3,25.15,18.0,35.25,14.6
36005,15.45,37.8,16.65,33.6,13.3
36007,10.2,24.1,17.1,33.95,13.9
36009,10.85,27.6,18.35,35.8,16.8
36011,10.55,27.25,17.45,35.7,15.3
36013,11.3,27.05,17.55,36.5,15.2
36015,10.4,25.8,17.85,30.75,15.1
36017,10.8,26.75,17.9,36.2,15.5
36019,9.9,26.3,18.15,33.5,14.8
36021,10.15,23.45,15.45,30.75,12.65
36023,8.95,23.85,18.05,31.4,13.6
36025,10.85,27.45,17.2,33.1,14.95
36027,9.1,21.15,15.35,28.35,11.15
36029,9.95,24.25,16.5,32.9,12.6
36031,10.15,24.6,16.3,34.75,13.75
36033,11.1,28.2,18.0,40.75,16.5
36035,10.8,27.6,18.25,35.65,16.1
36037,9.6,24.05,17.15,30.15,13.7
36039,10.3,25.2,16.45,34.45,13.7
36041,10.95,25.35,16.25,30.9,13.8
36043,10.05,27.15,17.5,37.0,14.85
36045,9.85,25.45,17.5,38.3,14.35
36047,11.55,25.95,15.4,25.05,12.15
36049,10.5,26.9,17.7,40.8,15.25
36051,9.3,22.75,16.8,31.35,12.8
36053,9.3,22.15,17.0,36.8,12.95
36055,10.4,24.95,15.75,31.6,11.85
36057,10.5,27.05,17.45,38.85,15.35
36059,9.2,22.6,13.7,28.35,8.6
36061,8.65,20.2,14.65,19.35,8.35
36063,10.1,25.55,17.0,39.45,13.85
36065,10.5,27.45,17.35,36.25,14.45
36067,10.1,22.7,17.0,37.15,12.15
36069,9.3,21.2,16.0,30.75,11.7
36071,10.65,25.8,16.25,32.3,12.1
36073,10.5,27.55,17.95,32.85,15.8
36075,10.3,28.05,18.55,36.55,15.95
36077,9.6,24.0,17.75,31.0,13.05
36079,8.7,21.0,14.3,27.4,9.6
36081,13.25,30.35,14.0,23.9,10.95
36083,9.2,22.85,16.45,31.6,12.05
36085,11.0,26.0,15.05,30.15,12.1
36087,10.6,26.75,15.4,30.7,11.6
36089,11.05,27.7,18.7,42.35,15.85
36091,8.6,19.15,15.4,32.95,10.65
36093,9.55,22.25,16.2,34.45,12.3
36095,10.0,24.45,17.0,32.7,13.85
36097,10.75,25.15,17.25,31.45,15.2
36099,10.35,27.55,17.65,34.75,15.5
36101,10.25,25.35,17.25,34.75,14.8
36103,9.15,23.6,14.9,29.7,9.65
36105,11.05,28.05,16.3,31.85,13.75
36107,9.95,25.15,16.95,30.5,14.1
36109,7.9,18.45,15.95,26.1,9.9
36111,9.85,23.45,15.9,30.55,11.95
36113,9.75,22.5,16.3,30.95,12.4
36115,9.9,25.75,17.25,31.3,14.8
36117,9.9,25.1,16.95,37.25,14.05
36119,9.65,21.5,13.8,25.95,9.25
36121,10.1,25.35,17.25,35.5,15.15
36123,10.25,25.8,17.6,34.2,15.3
37001,11.45,24.05,17.6,38.7,14.1
37003,11.4,25.5,18.3,36.35,16.95
37005,13.6,28.2,17.85,36.55,17.55
37007,15.9,32.4,19.55,43.35,19.95
37009,11.95,25.05,17.55,36.25,15.85
37011,11.55,24.6,17.6,37.25,16.15
37013,13.5,27.15,17.7,36.9,16.45
37015,17.1,33.0,18.55,43.2,18.75
37017,14.65,30.2,18.45,41.3,17.15
37019,11.2,21.2,15.6,32.85,12.7
37021,9.9,19.75,15.95,31.25,12.4
37023,12.35,27.55,18.15,36.75,17.2
37025,10.35,21.5,16.4,33.0,12.25
37027,11.75,26.4,18.45,33.3,17.15
37029,9.75,20.65,16.65,34.8,12.95
37031,10.6,21.0,15.95,33.85,12.9
37033,13.75,27.9,18.15,39.2,17.15
37035,11.1,23.75,17.3,37.3,14.85
37037,11.15,21.45,14.85,30.15,11.7
37039,12.65,25.5,17.4,34.8,16.1
37041,14.75,28.95,18.0,40.5,17.2
37043,11.8,23.85,16.45,35.4,14.35
37045,12.4,26.85,18.45,38.6,16.65
37047,14.2,30.3,19.05,41.15,18.65
37049,11.5,24.2,17.35,37.2,14.4
37051,12.4,25.6,18.3,40.6,15.2
37053,9.65,21.0,16.45,34.05,13.05
37055,9.65,19.3,15.25,31.3,11.4
37057,11.5,25.8,18.2,36.1,15.9
37059,10.65,22.7,16.7,33.35,13.75
37061,14.1,29.2,18.05,39.5,16.55
37063,10.45,21.65,15.25,36.3,10.85
37065,16.1,32.6,19.05,43.75,18.05
37067,11.7,24.85,16.75,41.35,13.6
37069,11.75,24.5,17.35,38.55,14.8
37071,11.5,24.85,17.85,36.05,15.0
37073,13.75,27.95,18.4,38.75,16.85
37075,11.45,24.65,18.0,35.3,16.15
37077,12.45,25.95,17.55,36.05,15.45
37079,15.1,32.0,19.0,42.75,19.65
